time,P,G_i,T2m,WS10m
20150531:0030,404.92,,22.21,3.72
20150531:0130,553.0,,24.01,4.48
20150531:0230,656.95,,25.87,5.17
20150531:0330,706.04,,27.3,5.59
20150531:0430,711.7,,28.35,5.66
20150531:0530,644.85,,29.15,5.66
20150531:0630,545.26,,29.58,5.59
20150531:0730,377.0,,29.65,5.52
20150531:0830,211.26,,29.17,5.38
20150531:0930,102.32,,28.28,4.83
20150531:1030,25.42,,27.1,4.28
20150531:1130,0.0,,25.59,4.07
20150531:1230,0.0,,24.24,3.93
20150531:1330,0.0,,23.32,3.93
20150531:1430,0.0,,22.49,3.86
20150531:1530,0.0,,21.75,3.66
20150531:1630,0.0,,21.13,3.45
20150531:1730,0.0,,20.66,3.38
20150531:1830,0.0,,20.4,3.31
20150531:1930,0.0,,20.42,2.83
20150531:2030,0.0,,20.16,2.83
20150531:2130,13.87,,19.67,2.83
20150531:2230,76.37,,19.89,2.62
20150531:2330,214.33,,21.54,2.69
20150601:0030,326.76,,23.51,3.86
20150601:0130,474.74,,25.16,4.48
20150601:0230,609.06,,26.69,4.9
20150601:0330,674.86,,28.45,5.17
20150601:0430,630.77,,29.82,5.24
20150601:0530,424.85,,30.65,5.17
20150601:0630,435.6,,30.4,4.62
20150601:0730,315.84,,30.72,4.83
20150601:0830,217.01,,30.37,4.55
20150601:0930,86.31,,30.02,4.21
20150601:1030,24.93,,28.96,3.45
20150601:1130,0.0,,27.5,3.03
20150601:1230,0.0,,26.25,2.76
20150601:1330,0.0,,25.25,2.62
20150601:1430,0.0,,24.31,2.41
20150601:1530,0.0,,23.81,2.21
20150601:1630,0.0,,23.4,2.14
20150601:1730,0.0,,23.0,2.0
20150601:1830,0.0,,22.4,1.79
20150601:1930,0.0,,21.54,1.24
20150601:2030,0.0,,20.59,1.52
20150601:2130,12.18,,19.92,1.52
20150601:2230,66.88,,20.33,0.9
20150601:2330,215.58,,23.13,0.62
20150602:0030,378.01,,25.12,0.97
20150602:0130,484.11,,26.77,1.24
20150602:0230,496.76,,28.21,1.59
20150602:0330,539.82,,29.0,2.28
20150602:0430,450.55,,28.51,3.66
20150602:0530,455.1,,26.75,4.55
20150602:0630,279.97,,27.46,3.93
20150602:0730,268.22,,27.62,3.93
20150602:0830,175.63,,28.21,4.07
20150602:0930,59.1,,27.84,4.21
20150602:1030,15.71,,26.8,3.79
20150602:1130,0.0,,25.57,4.21
20150602:1230,0.0,,24.0,4.55
20150602:1330,0.0,,22.5,4.69
20150602:1430,0.0,,21.13,4.41
20150602:1530,0.0,,20.27,3.79
20150602:1630,0.0,,19.77,3.24
20150602:1730,0.0,,19.25,2.69
20150602:1830,0.0,,18.55,2.14
20150602:1930,0.0,,18.07,1.86
20150602:2030,0.0,,17.1,1.79
20150602:2130,12.41,,16.16,1.79
20150602:2230,72.22,,16.43,1.45
20150602:2330,241.52,,20.13,0.9
20150603:0030,419.29,,22.9,1.38
20150603:0130,559.41,,24.97,1.38
20150603:0230,652.34,,26.59,1.31
20150603:0330,697.66,,27.88,1.45
20150603:0430,698.49,,28.75,1.52
20150603:0530,655.73,,29.38,1.45
20150603:0630,440.43,,29.75,1.24
20150603:0730,329.04,,29.31,1.31
20150603:0830,261.76,,29.03,1.03
20150603:0930,100.2,,28.81,0.69
20150603:1030,21.18,,28.16,0.62
20150603:1130,0.0,,26.75,0.83
20150603:1230,0.0,,24.75,0.76
20150603:1330,0.0,,23.18,0.97
20150603:1430,0.0,,20.55,1.66
20150603:1530,0.0,,19.03,2.21
20150603:1630,0.0,,18.15,2.14
20150603:1730,0.0,,17.43,2.0
20150603:1830,0.0,,17.08,1.79
20150603:1930,0.0,,16.89,1.86
20150603:2030,0.0,,16.84,1.86
20150603:2130,14.71,,16.5,1.79
20150603:2230,76.97,,17.02,1.45
20150603:2330,221.66,,20.08,1.52
20150604:0030,316.43,,22.12,2.62
20150604:0130,387.11,,23.25,3.66
20150604:0230,464.04,,24.23,4.21
20150604:0330,470.2,,25.32,4.76
20150604:0430,316.38,,26.02,5.24
20150604:0530,289.98,,25.85,5.24
20150604:0630,239.93,,25.75,5.38
20150604:0730,188.27,,25.32,5.59
20150604:0830,61.09,,24.9,5.52
20150604:0930,14.77,,23.88,5.1
20150604:1030,8.58,,22.97,4.9
20150604:1130,0.0,,22.08,4.97
20150604:1230,0.0,,20.75,4.69
20150604:1330,0.0,,19.9,4.48
20150604:1430,0.0,,19.1,3.93
20150604:1530,0.0,,18.35,3.45
20150604:1630,0.0,,17.63,3.59
20150604:1730,0.0,,17.19,4.07
20150604:1830,0.0,,16.86,4.21
20150604:1930,0.0,,16.58,3.72
20150604:2030,0.0,,16.39,3.38
20150604:2130,12.25,,15.9,3.17
20150604:2230,70.54,,16.06,2.97
20150604:2330,241.77,,17.5,3.31
20150605:0030,426.46,,19.53,3.59
20150605:0130,572.0,,21.98,3.45
20150605:0230,669.8,,24.61,3.66
20150605:0330,717.28,,27.04,3.72
20150605:0430,719.26,,29.1,3.93
20150605:0530,674.68,,30.69,4.34
20150605:0630,577.71,,31.64,4.69
20150605:0730,415.12,,31.76,3.79
20150605:0830,267.38,,31.71,3.86
20150605:0930,98.84,,31.53,3.66
20150605:1030,21.7,,30.34,2.76
20150605:1130,0.0,,28.42,2.76
20150605:1230,0.0,,26.66,2.97
20150605:1330,0.0,,25.5,3.03
20150605:1430,0.0,,24.69,3.1
20150605:1530,0.0,,24.02,3.38
20150605:1630,0.0,,23.49,3.66
20150605:1730,0.0,,22.92,3.59
20150605:1830,0.0,,22.37,3.45
20150605:1930,0.0,,22.11,3.31
20150605:2030,0.0,,21.49,3.03
20150605:2130,11.91,,20.9,3.03
20150605:2230,67.79,,21.15,3.1
20150605:2330,232.02,,22.94,3.31
20150606:0030,409.75,,25.08,4.34
20150606:0130,556.57,,27.43,5.24
20150606:0230,657.94,,29.61,5.72
20150606:0330,712.33,,31.49,6.21
20150606:0430,718.46,,32.91,6.76
20150606:0530,674.13,,33.79,7.17
20150606:0630,574.4,,34.12,7.24
20150606:0730,435.76,,34.26,6.9
20150606:0830,275.15,,33.71,6.83
20150606:0930,102.15,,32.8,6.28
20150606:1030,22.95,,31.27,5.52
20150606:1130,0.0,,29.57,5.03
20150606:1230,0.0,,28.25,4.97
20150606:1330,0.0,,27.55,5.17
20150606:1430,0.0,,26.61,4.9
20150606:1530,0.0,,25.5,4.55
20150606:1630,0.0,,24.69,4.62
20150606:1730,0.0,,23.89,3.93
20150606:1830,0.0,,23.29,3.66
20150606:1930,0.0,,22.76,3.24
20150606:2030,0.0,,22.25,2.9
20150606:2130,11.5,,21.57,2.28
20150606:2230,66.46,,21.46,1.52
20150606:2330,220.72,,23.36,1.93
20150607:0030,389.4,,25.21,2.76
20150607:0130,516.91,,26.96,2.97
20150607:0230,595.22,,28.53,2.97
20150607:0330,618.69,,30.01,3.1
20150607:0430,656.3,,31.07,3.38
20150607:0530,597.5,,32.02,3.72
20150607:0630,399.84,,32.54,3.93
20150607:0730,325.32,,31.94,3.52
20150607:0830,192.37,,31.84,3.72
20150607:0930,68.52,,31.44,3.31
20150607:1030,24.45,,30.33,2.97
20150607:1130,0.0,,29.21,2.14
20150607:1230,0.0,,27.56,0.9
20150607:1330,0.0,,25.16,2.62
20150607:1430,0.0,,23.46,2.69
20150607:1530,0.0,,22.45,2.28
20150607:1630,0.0,,21.88,1.38
20150607:1730,0.0,,21.55,1.24
20150607:1830,0.0,,21.25,1.52
20150607:1930,0.0,,20.54,2.41
20150607:2030,0.0,,19.98,2.07
20150607:2130,9.55,,19.72,1.38
20150607:2230,67.7,,19.97,1.59
20150607:2330,209.07,,21.12,1.93
20150608:0030,369.65,,23.04,2.48
20150608:0130,534.42,,25.32,2.76
20150608:0230,638.35,,27.41,3.59
20150608:0330,697.51,,28.49,3.86
20150608:0430,700.13,,29.23,3.38
20150608:0530,653.09,,29.83,2.97
20150608:0630,575.51,,30.18,2.62
20150608:0730,445.72,,30.22,2.28
20150608:0830,267.79,,30.02,1.72
20150608:0930,111.79,,29.57,1.17
20150608:1030,31.55,,28.88,0.76
20150608:1130,0.0,,27.75,0.34
20150608:1230,0.0,,26.15,0.62
20150608:1330,0.0,,24.54,0.9
20150608:1430,0.0,,23.64,1.03
20150608:1530,0.0,,21.71,1.38
20150608:1630,0.0,,19.55,2.0
20150608:1730,0.0,,18.88,2.28
20150608:1830,0.0,,18.29,2.28
20150608:1930,0.0,,17.83,2.21
20150608:2030,0.0,,17.49,2.07
20150608:2130,14.87,,17.33,2.0
20150608:2230,74.42,,18.33,1.79
20150608:2330,200.68,,21.99,2.0
20150609:0030,385.03,,24.51,2.76
20150609:0130,539.14,,27.21,3.52
20150609:0230,653.53,,29.62,4.28
20150609:0330,707.91,,31.31,4.69
20150609:0430,713.96,,32.39,4.97
20150609:0530,668.95,,33.1,5.24
20150609:0630,574.04,,33.47,5.66
20150609:0730,443.85,,33.4,5.52
20150609:0830,273.5,,33.07,5.1
20150609:0930,103.49,,32.44,4.9
20150609:1030,25.43,,31.32,4.21
20150609:1130,0.0,,29.6,4.0
20150609:1230,0.0,,28.1,4.14
20150609:1330,0.0,,26.85,4.62
20150609:1430,0.0,,25.9,4.83
20150609:1530,0.0,,25.2,4.76
20150609:1630,0.0,,24.6,4.55
20150609:1730,0.0,,24.03,4.28
20150609:1830,0.0,,23.47,4.07
20150609:1930,0.0,,22.61,3.17
20150609:2030,0.0,,21.9,2.97
20150609:2130,13.75,,21.34,2.9
20150609:2230,74.16,,21.65,2.69
20150609:2330,210.69,,22.98,3.93
20150610:0030,375.14,,24.6,4.55
20150610:0130,530.49,,26.35,4.97
20150610:0230,641.24,,28.11,5.45
20150610:0330,694.68,,29.64,5.72
20150610:0430,692.74,,30.86,5.86
20150610:0530,652.37,,31.69,5.93
20150610:0630,474.32,,32.3,6.0
20150610:0730,383.43,,31.41,5.79
20150610:0830,234.84,,31.32,5.72
20150610:0930,92.55,,30.43,5.17
20150610:1030,20.56,,29.93,3.66
20150610:1130,0.0,,29.08,3.93
20150610:1230,0.0,,28.16,4.9
20150610:1330,0.0,,27.0,5.24
20150610:1430,0.0,,26.16,5.38
20150610:1530,0.0,,25.19,4.55
20150610:1630,0.0,,23.1,2.69
20150610:1730,0.0,,21.89,2.14
20150610:1830,0.0,,21.02,1.79
20150610:1930,0.0,,19.79,1.24
20150610:2030,0.0,,19.03,1.52
20150610:2130,12.52,,18.69,2.21
20150610:2230,68.0,,19.0,2.76
20150610:2330,232.42,,20.29,2.76
20150611:0030,411.64,,21.74,3.66
20150611:0130,559.85,,23.21,4.21
20150611:0230,663.72,,24.44,4.48
20150611:0330,721.48,,25.44,4.9
20150611:0430,730.8,,26.39,5.38
20150611:0530,687.34,,27.23,5.52
20150611:0630,531.0,,27.87,5.72
20150611:0730,376.15,,27.66,5.52
20150611:0830,247.78,,27.48,4.83
20150611:0930,94.65,,27.49,3.72
20150611:1030,26.33,,26.59,2.97
20150611:1130,0.0,,25.08,3.03
20150611:1230,0.0,,23.22,2.9
20150611:1330,0.0,,22.02,2.48
20150611:1430,0.0,,20.97,2.21
20150611:1530,0.0,,19.65,1.93
20150611:1630,0.0,,18.52,2.0
20150611:1730,0.0,,17.79,2.07
20150611:1830,0.0,,17.43,2.0
20150611:1930,0.0,,17.03,2.34
20150611:2030,0.0,,16.94,2.41
20150611:2130,12.36,,16.92,2.48
20150611:2230,67.46,,17.85,2.34
20150611:2330,233.07,,21.37,2.0
20150612:0030,408.87,,23.98,2.41
20150612:0130,552.45,,26.29,3.03
20150612:0230,652.76,,28.43,3.59
20150612:0330,707.0,,30.3,4.07
20150612:0430,702.09,,31.78,4.55
20150612:0530,644.29,,32.84,5.31
20150612:0630,528.61,,32.44,6.41
20150612:0730,357.29,,33.72,6.34
20150612:0830,232.05,,32.69,4.28
20150612:0930,101.23,,31.79,2.14
20150612:1030,30.38,,30.4,1.79
20150612:1130,0.0,,28.59,1.66
20150612:1230,0.0,,26.17,1.1
20150612:1330,0.0,,24.35,1.24
20150612:1430,0.0,,22.63,1.72
20150612:1530,0.0,,21.06,1.93
20150612:1630,0.0,,20.2,1.72
20150612:1730,0.0,,19.85,1.52
20150612:1830,0.0,,19.54,1.45
20150612:1930,0.0,,19.72,1.24
20150612:2030,0.0,,19.96,1.03
20150612:2130,12.06,,19.76,0.9
20150612:2230,66.32,,19.25,1.1
20150612:2330,229.5,,22.13,1.31
20150613:0030,403.21,,25.04,2.55
20150613:0130,549.2,,26.36,3.66
20150613:0230,648.48,,27.57,3.59
20150613:0330,699.56,,28.61,3.52
20150613:0430,697.99,,29.38,3.72
20150613:0530,655.73,,29.57,3.86
20150613:0630,559.7,,29.71,3.93
20150613:0730,341.71,,29.73,3.86
20150613:0830,240.37,,29.13,4.0
20150613:0930,94.66,,28.11,4.14
20150613:1030,23.06,,26.81,3.17
20150613:1130,0.0,,25.31,2.62
20150613:1230,0.0,,23.65,2.28
20150613:1330,0.0,,22.45,2.21
20150613:1430,0.0,,21.43,2.34
20150613:1530,0.0,,20.53,2.34
20150613:1630,0.0,,19.66,2.28
20150613:1730,0.0,,18.77,2.14
20150613:1830,0.0,,17.93,2.14
20150613:1930,0.0,,17.32,2.0
20150613:2030,0.0,,16.61,1.93
20150613:2130,12.89,,15.94,1.93
20150613:2230,68.72,,16.65,1.86
20150613:2330,230.47,,19.68,2.28
20150614:0030,407.11,,22.02,3.03
20150614:0130,542.77,,23.97,3.17
20150614:0230,606.4,,25.47,2.9
20150614:0330,650.62,,26.59,2.55
20150614:0430,644.37,,27.58,2.28
20150614:0530,600.18,,28.31,2.28
20150614:0630,462.77,,28.73,2.41
20150614:0730,332.9,,28.61,2.14
20150614:0830,254.62,,28.36,2.07
20150614:0930,109.63,,28.28,2.21
20150614:1030,27.98,,27.55,1.86
20150614:1130,0.0,,26.22,1.79
20150614:1230,0.0,,24.78,1.79
20150614:1330,0.0,,23.43,1.86
20150614:1430,0.0,,22.13,1.79
20150614:1530,0.0,,20.97,1.79
20150614:1630,0.0,,20.09,1.79
20150614:1730,0.0,,19.39,1.72
20150614:1830,0.0,,18.97,1.45
20150614:1930,0.0,,19.07,1.38
20150614:2030,0.0,,18.58,1.38
20150614:2130,14.0,,18.32,1.38
20150614:2230,73.33,,19.35,0.83
20150614:2330,148.11,,22.14,0.69
20150615:0030,199.73,,24.27,1.17
20150615:0130,305.57,,25.08,1.59
20150615:0230,366.89,,26.01,1.72
20150615:0330,246.14,,26.81,2.28
20150615:0430,328.6,,26.74,1.93
20150615:0530,512.44,,27.07,1.66
20150615:0630,316.34,,28.1,1.59
20150615:0730,321.71,,27.99,2.21
20150615:0830,254.04,,28.15,2.14
20150615:0930,99.8,,28.0,2.21
20150615:1030,25.46,,27.29,2.14
20150615:1130,0.0,,26.11,1.79
20150615:1230,0.0,,24.82,1.79
20150615:1330,0.0,,23.76,1.86
20150615:1430,0.0,,22.74,1.93
20150615:1530,0.0,,21.69,1.93
20150615:1630,0.0,,20.61,1.72
20150615:1730,0.0,,19.86,1.38
20150615:1830,0.0,,19.71,1.17
20150615:1930,0.0,,18.28,1.59
20150615:2030,0.0,,18.05,1.38
20150615:2130,11.84,,18.12,1.1
20150615:2230,64.83,,19.36,0.55
20150615:2330,217.99,,21.27,0.48
20150616:0030,386.89,,23.62,0.97
20150616:0130,523.15,,25.71,1.24
20150616:0230,612.15,,27.44,1.03
20150616:0330,578.18,,28.79,0.55
20150616:0430,599.51,,29.51,0.07
20150616:0530,552.83,,30.33,0.55
20150616:0630,421.57,,30.85,0.97
20150616:0730,372.91,,31.1,1.38
20150616:0830,223.72,,31.21,1.38
20150616:0930,87.31,,30.84,1.66
20150616:1030,23.98,,29.83,1.59
20150616:1130,0.0,,28.52,1.52
20150616:1230,0.0,,27.3,1.59
20150616:1330,0.0,,25.77,2.0
20150616:1430,0.0,,24.32,2.41
20150616:1530,0.0,,23.24,2.48
20150616:1630,0.0,,22.56,2.28
20150616:1730,0.0,,22.15,1.79
20150616:1830,0.0,,21.76,1.38
20150616:1930,0.0,,21.33,1.1
20150616:2030,0.0,,21.3,0.62
20150616:2130,11.09,,21.19,0.55
20150616:2230,70.88,,20.87,0.69
20150616:2330,201.38,,22.83,0.9
20150617:0030,377.65,,24.9,1.45
20150617:0130,514.59,,26.9,1.66
20150617:0230,589.24,,28.61,1.24
20150617:0330,534.75,,29.78,0.9
20150617:0430,576.63,,30.33,0.76
20150617:0530,530.89,,30.82,0.76
20150617:0630,452.94,,31.27,0.69
20150617:0730,343.84,,31.57,0.9
20150617:0830,223.91,,31.47,1.17
20150617:0930,92.96,,31.27,0.97
20150617:1030,23.09,,30.8,0.48
20150617:1130,0.0,,29.56,1.1
20150617:1230,0.0,,28.0,1.52
20150617:1330,0.0,,26.55,1.93
20150617:1430,0.0,,25.42,1.93
20150617:1530,0.0,,24.59,1.52
20150617:1630,0.0,,23.7,1.59
20150617:1730,0.0,,22.97,1.45
20150617:1830,0.0,,22.34,1.17
20150617:1930,0.0,,22.04,1.45
20150617:2030,0.0,,21.71,1.24
20150617:2130,8.83,,21.73,0.9
20150617:2230,56.32,,22.46,0.0
20150617:2330,210.84,,23.92,1.1
20150618:0030,379.86,,25.86,2.69
20150618:0130,526.91,,27.44,3.52
20150618:0230,596.14,,28.8,3.86
20150618:0330,659.86,,29.66,3.86
20150618:0430,621.96,,30.37,3.86
20150618:0530,558.52,,30.68,3.66
20150618:0630,461.86,,30.77,3.45
20150618:0730,347.87,,30.18,2.97
20150618:0830,243.16,,29.9,2.9
20150618:0930,80.28,,29.33,2.55
20150618:1030,19.58,,28.02,2.41
20150618:1130,0.0,,26.7,2.14
20150618:1230,0.0,,25.3,2.14
20150618:1330,0.0,,24.25,2.34
20150618:1430,0.0,,23.19,2.28
20150618:1530,0.0,,22.37,1.86
20150618:1630,0.0,,21.52,1.52
20150618:1730,0.0,,20.53,1.31
20150618:1830,0.0,,19.9,1.24
20150618:1930,0.0,,19.23,1.52
20150618:2030,0.0,,18.93,1.59
20150618:2130,12.98,,18.61,1.59
20150618:2230,65.39,,19.3,1.31
20150618:2330,202.01,,22.59,1.38
20150619:0030,326.77,,24.68,2.28
20150619:0130,502.64,,26.08,2.83
20150619:0230,574.33,,27.91,2.69
20150619:0330,573.29,,29.2,2.69
20150619:0430,511.8,,29.74,2.83
20150619:0530,443.05,,29.85,2.97
20150619:0630,407.5,,29.31,3.1
20150619:0730,299.38,,26.94,2.34
20150619:0830,109.43,,25.8,0.21
20150619:0930,46.93,,24.12,3.1
20150619:1030,15.13,,22.65,3.03
20150619:1130,0.0,,22.13,3.52
20150619:1230,0.0,,21.15,4.07
20150619:1330,0.0,,19.88,3.79
20150619:1430,0.0,,19.14,2.55
20150619:1530,0.0,,18.54,1.86
20150619:1630,0.0,,17.96,2.0
20150619:1730,0.0,,17.6,2.76
20150619:1830,0.0,,17.15,3.31
20150619:1930,0.0,,16.81,2.48
20150619:2030,0.0,,16.5,2.55
20150619:2130,14.22,,16.32,2.48
20150619:2230,76.82,,16.67,2.28
20150619:2330,213.62,,17.8,3.03
20150620:0030,391.19,,19.3,3.45
20150620:0130,537.71,,21.22,3.86
20150620:0230,652.35,,22.75,4.14
20150620:0330,711.43,,24.0,4.21
20150620:0430,688.25,,24.97,4.21
20150620:0530,580.48,,25.76,4.0
20150620:0630,510.51,,26.26,3.66
20150620:0730,353.52,,26.51,3.17
20150620:0830,198.65,,26.52,2.97
20150620:0930,103.1,,26.25,2.41
20150620:1030,26.72,,25.69,1.24
20150620:1130,0.0,,24.8,0.76
20150620:1230,0.0,,22.98,0.9
20150620:1330,0.0,,20.92,1.66
20150620:1430,0.0,,19.44,1.93
20150620:1530,0.0,,18.44,1.72
20150620:1630,0.0,,18.02,1.45
20150620:1730,0.0,,17.86,1.24
20150620:1830,0.0,,17.34,1.31
20150620:1930,0.0,,16.75,1.45
20150620:2030,0.0,,16.51,1.38
20150620:2130,14.63,,16.27,1.31
20150620:2230,73.03,,16.97,1.03
20150620:2330,216.54,,19.86,0.9
20150621:0030,372.11,,22.08,1.03
20150621:0130,324.52,,23.85,1.24
20150621:0230,589.12,,24.32,1.38
20150621:0330,646.23,,25.9,1.38
20150621:0430,632.64,,26.84,1.38
20150621:0530,546.58,,27.54,1.31
20150621:0630,465.42,,27.97,1.24
20150621:0730,338.88,,28.65,1.24
20150621:0830,228.71,,28.59,1.38
20150621:0930,81.6,,28.33,1.86
20150621:1030,25.04,,27.25,1.93
20150621:1130,0.0,,25.97,2.0
20150621:1230,0.0,,24.78,1.93
20150621:1330,0.0,,23.76,1.93
20150621:1430,0.0,,22.6,2.0
20150621:1530,0.0,,21.65,2.0
20150621:1630,0.0,,20.69,1.93
20150621:1730,0.0,,19.9,1.86
20150621:1830,0.0,,19.17,1.66
20150621:1930,0.0,,18.78,1.52
20150621:2030,0.0,,18.4,1.31
20150621:2130,11.35,,18.1,1.24
20150621:2230,64.34,,18.67,0.97
20150621:2330,208.41,,21.11,0.97
20150622:0030,371.36,,22.92,1.24
20150622:0130,503.76,,24.49,1.59
20150622:0230,587.67,,25.92,1.66
20150622:0330,588.0,,27.04,1.31
20150622:0430,588.04,,27.56,1.03
20150622:0530,565.22,,28.29,1.38
20150622:0630,508.04,,28.76,1.59
20150622:0730,382.05,,29.21,2.0
20150622:0830,235.77,,29.25,2.14
20150622:0930,95.73,,28.91,2.34
20150622:1030,27.6,,27.92,2.0
20150622:1130,0.0,,26.65,2.14
20150622:1230,0.0,,25.06,2.48
20150622:1330,0.0,,23.91,2.55
20150622:1430,0.0,,23.1,2.21
20150622:1530,0.0,,22.26,1.66
20150622:1630,0.0,,21.49,1.79
20150622:1730,0.0,,20.89,1.86
20150622:1830,0.0,,20.23,1.86
20150622:1930,0.0,,19.69,1.79
20150622:2030,0.0,,18.93,1.59
20150622:2130,11.01,,18.23,1.59
20150622:2230,62.52,,18.82,1.17
20150622:2330,210.02,,21.51,1.31
20150623:0030,361.66,,23.42,1.38
20150623:0130,468.37,,25.15,1.59
20150623:0230,530.87,,26.75,1.79
20150623:0330,463.83,,28.02,1.79
20150623:0430,450.84,,28.76,1.72
20150623:0530,356.85,,29.35,2.0
20150623:0630,195.07,,29.36,2.41
20150623:0730,123.37,,28.23,3.31
20150623:0830,37.17,,26.86,3.79
20150623:0930,22.82,,25.28,2.76
20150623:1030,1.94,,24.0,2.0
20150623:1130,0.0,,22.94,1.66
20150623:1230,0.0,,22.23,1.45
20150623:1330,0.0,,21.79,1.59
20150623:1430,0.0,,21.38,1.93
20150623:1530,0.0,,20.87,2.21
20150623:1630,0.0,,20.19,2.07
20150623:1730,0.0,,19.62,1.38
20150623:1830,0.0,,19.45,1.1
20150623:1930,0.0,,19.52,1.1
20150623:2030,0.0,,19.11,0.83
20150623:2130,3.2,,19.07,1.17
20150623:2230,16.54,,18.92,1.45
20150623:2330,49.61,,19.17,1.52
20150624:0030,78.31,,19.72,1.79
20150624:0130,100.77,,20.38,2.07
20150624:0230,364.55,,20.7,2.34
20150624:0330,379.77,,22.59,4.34
20150624:0430,396.33,,23.82,4.48
20150624:0530,356.67,,24.48,4.41
20150624:0630,152.58,,24.86,4.0
20150624:0730,102.63,,24.07,3.17
20150624:0830,25.56,,23.71,2.69
20150624:0930,27.93,,23.01,1.93
20150624:1030,8.44,,22.73,1.66
20150624:1130,0.0,,22.4,1.38
20150624:1230,0.0,,22.05,1.45
20150624:1330,0.0,,21.62,1.66
20150624:1430,0.0,,20.99,2.0
20150624:1530,0.0,,19.97,1.59
20150624:1630,0.0,,19.49,0.83
20150624:1730,0.0,,19.63,1.17
20150624:1830,0.0,,19.28,1.31
20150624:1930,0.0,,19.23,1.24
20150624:2030,0.0,,19.01,1.17
20150624:2130,0.45,,18.83,1.17
20150624:2230,13.46,,18.98,1.24
20150624:2330,56.96,,19.4,1.1
20150625:0030,59.61,,20.01,1.59
20150625:0130,40.98,,20.11,1.72
20150625:0230,39.29,,20.19,1.72
20150625:0330,31.99,,20.36,1.45
20150625:0430,59.32,,20.49,1.38
20150625:0530,87.72,,20.79,1.45
20150625:0630,307.04,,21.18,1.59
20150625:0730,174.02,,22.19,2.14
20150625:0830,88.92,,22.34,2.07
20150625:0930,55.09,,22.12,2.0
20150625:1030,12.66,,21.88,1.86
20150625:1130,0.0,,21.48,1.38
20150625:1230,0.0,,21.01,1.03
20150625:1330,0.0,,20.63,0.83
20150625:1430,0.0,,19.81,0.76
20150625:1530,0.0,,19.77,0.41
20150625:1630,0.0,,19.5,0.48
20150625:1730,0.0,,19.04,0.62
20150625:1830,0.0,,19.04,0.83
20150625:1930,0.0,,19.46,0.62
20150625:2030,0.0,,19.18,0.69
20150625:2130,5.91,,19.46,0.41
20150625:2230,48.12,,19.73,0.21
20150625:2330,170.91,,20.42,0.28
20150626:0030,325.15,,22.08,1.17
20150626:0130,401.14,,23.51,1.38
20150626:0230,360.06,,24.52,1.17
20150626:0330,376.64,,25.16,1.24
20150626:0430,335.93,,25.7,1.52
20150626:0530,281.69,,25.99,1.72
20150626:0630,243.47,,26.18,1.66
20150626:0730,185.94,,26.35,1.93
20150626:0830,157.17,,26.24,2.0
20150626:0930,79.96,,26.22,2.07
20150626:1030,17.28,,25.79,2.0
20150626:1130,0.0,,24.8,1.79
20150626:1230,0.0,,23.89,1.66
20150626:1330,0.0,,22.56,1.1
20150626:1430,0.0,,22.25,0.76
20150626:1530,0.0,,21.46,0.9
20150626:1630,0.0,,20.47,1.03
20150626:1730,0.0,,19.42,1.31
20150626:1830,0.0,,19.11,1.24
20150626:1930,0.0,,20.01,1.03
20150626:2030,0.0,,19.88,0.97
20150626:2130,11.5,,19.59,0.97
20150626:2230,65.52,,19.85,0.83
20150626:2330,184.51,,22.15,0.62
20150627:0030,335.91,,23.86,0.48
20150627:0130,401.11,,25.31,0.97
20150627:0230,502.35,,26.31,1.86
20150627:0330,471.09,,26.79,1.86
20150627:0430,461.94,,27.03,1.86
20150627:0530,491.22,,27.14,1.66
20150627:0630,405.57,,27.45,1.45
20150627:0730,302.18,,27.63,1.86
20150627:0830,195.03,,27.42,1.66
20150627:0930,86.53,,27.24,1.45
20150627:1030,21.61,,26.74,0.97
20150627:1130,0.0,,25.9,1.31
20150627:1230,0.0,,24.21,2.14
20150627:1330,0.0,,23.16,2.14
20150627:1430,0.0,,22.45,1.86
20150627:1530,0.0,,21.76,1.59
20150627:1630,0.0,,21.07,1.38
20150627:1730,0.0,,20.49,1.38
20150627:1830,0.0,,20.47,1.38
20150627:1930,0.0,,19.94,1.38
20150627:2030,0.0,,19.55,1.38
20150627:2130,9.32,,19.25,1.31
20150627:2230,59.14,,19.62,0.97
20150627:2330,144.05,,21.5,1.17
20150628:0030,216.55,,23.08,1.66
20150628:0130,360.7,,24.17,1.79
20150628:0230,448.17,,25.51,2.34
20150628:0330,593.46,,26.38,2.55
20150628:0430,646.04,,27.33,2.9
20150628:0530,634.52,,28.07,3.17
20150628:0630,533.34,,28.46,3.31
20150628:0730,397.74,,28.84,3.72
20150628:0830,264.97,,28.46,3.79
20150628:0930,111.92,,27.79,3.59
20150628:1030,32.27,,26.82,2.97
20150628:1130,0.0,,25.39,2.69
20150628:1230,0.0,,24.09,2.97
20150628:1330,0.0,,22.99,2.97
20150628:1430,0.0,,22.01,2.62
20150628:1530,0.0,,21.1,2.28
20150628:1630,0.0,,20.4,2.28
20150628:1730,0.0,,19.92,1.93
20150628:1830,0.0,,19.3,1.66
20150628:1930,0.0,,19.6,1.79
20150628:2030,0.0,,19.45,1.79
20150628:2130,6.25,,19.32,1.79
20150628:2230,53.25,,19.63,2.21
20150628:2330,151.17,,20.4,2.28
20150629:0030,290.71,,21.42,2.48
20150629:0130,390.61,,22.88,2.9
20150629:0230,514.97,,24.17,3.03
