time,P,G_i,T2m,WS10m
20200420:1830,0.0,,12.59,2.14
20200420:1930,0.0,,11.31,2.28
20200420:2030,0.0,,10.54,2.62
20200420:2130,0.0,,10.19,3.24
20200420:2230,44.71,,10.12,3.93
20200420:2330,212.29,,10.9,3.86
20200421:0030,376.02,,12.22,4.83
20200421:0130,572.4,,13.73,4.76
20200421:0230,717.46,,15.32,4.34
20200421:0330,705.94,,16.66,3.79
20200421:0430,699.66,,17.53,3.03
20200421:0530,483.56,,18.35,2.41
20200421:0630,399.58,,18.28,1.79
20200421:0730,364.53,,19.07,2.41
20200421:0830,225.27,,19.21,2.69
20200421:0930,65.59,,18.99,2.55
20200421:1030,4.9,,17.86,1.59
20200421:1130,0.0,,16.49,2.14
20200421:1230,0.0,,15.11,2.21
20200421:1330,0.0,,14.3,2.21
20200421:1430,0.0,,13.5,2.21
20200421:1530,0.0,,13.08,1.93
20200421:1630,0.0,,12.45,1.59
20200421:1730,0.0,,11.61,1.52
20200421:1830,0.0,,11.02,1.93
20200421:1930,0.0,,10.51,2.41
20200421:2030,0.0,,10.05,2.76
20200421:2130,0.0,,9.44,2.83
20200421:2230,39.42,,8.68,3.03
20200421:2330,211.81,,9.37,3.31
20200422:0030,444.46,,10.86,4.9
20200422:0130,628.72,,12.43,5.45
20200422:0230,762.49,,13.67,5.03
20200422:0330,812.14,,14.74,4.34
20200422:0430,789.95,,15.61,3.93
20200422:0530,766.42,,16.12,3.79
20200422:0630,675.91,,16.6,3.79
20200422:0730,511.84,,17.3,3.72
20200422:0830,307.0,,17.03,3.72
20200422:0930,93.92,,16.39,3.59
20200422:1030,7.09,,15.11,2.48
20200422:1130,0.0,,13.46,2.28
20200422:1230,0.0,,12.55,2.07
20200422:1330,0.0,,11.85,2.0
20200422:1430,0.0,,11.21,1.86
20200422:1530,0.0,,10.35,1.45
20200422:1630,0.0,,10.9,0.76
20200422:1730,0.0,,8.63,1.38
20200422:1830,0.0,,7.43,1.45
20200422:1930,0.0,,8.58,0.21
20200422:2030,0.0,,8.24,0.07
20200422:2130,0.0,,7.92,0.14
20200422:2230,46.44,,7.68,0.28
20200422:2330,238.77,,8.63,0.14
20200423:0030,442.82,,12.55,0.21
20200423:0130,602.25,,15.19,0.62
20200423:0230,704.25,,16.66,1.1
20200423:0330,773.26,,17.68,1.72
20200423:0430,724.87,,18.53,2.41
20200423:0530,690.1,,19.0,2.9
20200423:0630,588.61,,19.35,3.03
20200423:0730,460.86,,19.52,2.9
20200423:0830,269.62,,19.45,2.97
20200423:0930,90.6,,19.03,2.69
20200423:1030,7.48,,17.85,1.66
20200423:1130,0.0,,16.22,1.72
20200423:1230,0.0,,14.25,2.28
20200423:1330,0.0,,12.53,2.41
20200423:1430,0.0,,11.32,2.34
20200423:1530,0.0,,10.35,2.34
20200423:1630,0.0,,9.5,2.41
20200423:1730,0.0,,8.78,2.21
20200423:1830,0.0,,7.76,1.72
20200423:1930,0.0,,6.57,1.66
20200423:2030,0.0,,5.79,1.79
20200423:2130,0.0,,5.28,2.07
20200423:2230,47.71,,5.16,2.14
20200423:2330,239.0,,8.35,1.66
20200424:0030,446.03,,13.55,2.07
20200424:0130,615.06,,16.75,2.9
20200424:0230,731.5,,19.05,3.52
20200424:0330,793.58,,20.59,3.93
20200424:0430,803.21,,21.64,4.41
20200424:0530,757.85,,22.4,4.9
20200424:0630,653.64,,22.82,5.03
20200424:0730,498.32,,22.9,5.1
20200424:0830,298.52,,22.71,5.03
20200424:0930,93.12,,22.07,4.34
20200424:1030,6.4,,20.42,3.52
20200424:1130,0.0,,17.93,3.45
20200424:1230,0.0,,16.43,3.66
20200424:1330,0.0,,15.46,3.79
20200424:1430,0.0,,14.74,4.0
20200424:1530,0.0,,14.23,4.21
20200424:1630,0.0,,13.95,4.41
20200424:1730,0.0,,13.78,4.62
20200424:1830,0.0,,13.71,4.76
20200424:1930,0.0,,13.56,4.48
20200424:2030,0.0,,13.23,4.41
20200424:2130,0.0,,12.87,4.48
20200424:2230,48.29,,12.7,4.48
20200424:2330,241.94,,13.97,4.48
20200425:0030,455.5,,16.45,4.62
20200425:0130,627.29,,19.19,5.03
20200425:0230,739.41,,21.67,4.83
20200425:0330,792.67,,23.62,4.48
20200425:0430,791.16,,24.94,4.07
20200425:0530,737.39,,25.55,3.79
20200425:0630,635.21,,25.61,3.59
20200425:0730,483.42,,25.6,3.59
20200425:0830,288.96,,25.12,3.52
20200425:0930,90.15,,24.25,3.17
20200425:1030,6.74,,22.29,3.1
20200425:1130,0.0,,19.63,3.52
20200425:1230,0.0,,17.95,4.14
20200425:1330,0.0,,16.54,4.28
20200425:1430,0.0,,15.28,4.28
20200425:1530,0.0,,14.14,4.21
20200425:1630,0.0,,13.1,4.14
20200425:1730,0.0,,12.21,3.93
20200425:1830,0.0,,11.36,3.59
20200425:1930,0.0,,10.97,3.66
20200425:2030,0.0,,10.49,3.52
20200425:2130,0.0,,10.03,3.31
20200425:2230,47.42,,9.87,3.31
20200425:2330,232.2,,11.28,3.38
20200426:0030,440.75,,13.63,4.21
20200426:0130,607.78,,16.09,4.21
20200426:0230,718.33,,18.36,4.0
20200426:0330,772.82,,20.24,3.72
20200426:0430,771.32,,21.64,3.31
20200426:0530,719.77,,22.65,3.03
20200426:0630,619.68,,23.29,2.9
20200426:0730,475.44,,23.11,3.31
20200426:0830,283.83,,22.86,3.72
20200426:0930,89.09,,22.23,3.93
20200426:1030,6.6,,20.86,3.66
20200426:1130,0.0,,18.66,4.48
20200426:1230,0.0,,16.53,5.31
20200426:1330,0.0,,14.76,5.1
20200426:1430,0.0,,13.69,4.62
20200426:1530,0.0,,12.82,4.07
20200426:1630,0.0,,12.04,3.59
20200426:1730,0.0,,11.26,3.1
20200426:1830,0.0,,10.66,2.83
20200426:1930,0.0,,10.39,2.62
20200426:2030,0.0,,10.63,2.34
20200426:2130,0.0,,10.75,2.0
20200426:2230,16.87,,10.24,1.93
20200426:2330,48.21,,10.53,1.59
20200427:0030,82.54,,11.42,1.72
20200427:0130,149.26,,11.92,1.93
20200427:0230,466.11,,12.91,1.52
20200427:0330,777.72,,15.5,1.45
20200427:0430,792.23,,18.44,1.79
20200427:0530,742.37,,20.01,2.21
20200427:0630,639.64,,20.82,2.28
20200427:0730,485.56,,20.81,1.93
20200427:0830,291.94,,20.73,1.79
20200427:0930,92.32,,20.29,1.59
20200427:1030,7.2,,19.18,1.79
20200427:1130,0.0,,16.78,2.69
20200427:1230,0.0,,15.1,2.9
20200427:1330,0.0,,14.0,3.17
20200427:1430,0.0,,13.08,3.24
20200427:1530,0.0,,12.3,3.24
20200427:1630,0.0,,11.69,3.17
20200427:1730,0.0,,11.21,3.1
20200427:1830,0.0,,10.75,2.9
20200427:1930,0.0,,10.66,2.9
20200427:2030,0.0,,10.13,2.69
20200427:2130,0.0,,9.54,2.55
20200427:2230,50.83,,9.19,2.34
20200427:2330,239.49,,11.23,2.14
20200428:0030,445.91,,14.46,2.48
20200428:0130,610.71,,17.23,2.76
20200428:0230,723.76,,19.58,3.17
20200428:0330,785.04,,21.37,3.72
20200428:0430,791.82,,22.63,4.14
20200428:0530,742.51,,23.52,4.21
20200428:0630,639.15,,24.08,4.14
20200428:0730,485.61,,24.28,3.66
20200428:0830,291.73,,24.18,3.59
20200428:0930,92.01,,23.68,3.38
20200428:1030,7.55,,22.09,2.55
20200428:1130,0.0,,19.42,2.97
20200428:1230,0.0,,17.61,2.97
20200428:1330,0.0,,16.32,2.97
20200428:1430,0.0,,15.22,2.9
20200428:1530,0.0,,14.27,2.9
20200428:1630,0.0,,13.48,2.9
20200428:1730,0.0,,12.84,3.03
20200428:1830,0.0,,12.34,3.1
20200428:1930,0.0,,12.09,2.83
20200428:2030,0.0,,11.53,2.69
20200428:2130,1.24,,10.97,2.62
20200428:2230,50.4,,10.81,2.55
20200428:2330,231.83,,12.98,2.55
20200429:0030,430.45,,16.4,2.97
20200429:0130,587.99,,19.78,3.17
20200429:0230,692.61,,22.83,3.38
20200429:0330,746.05,,25.27,3.66
20200429:0430,746.78,,27.01,3.66
20200429:0530,697.58,,28.31,3.66
20200429:0630,599.07,,29.25,3.66
20200429:0730,453.44,,29.62,3.52
20200429:0830,260.63,,29.76,3.66
20200429:0930,86.82,,29.28,3.24
20200429:1030,9.22,,27.5,2.83
20200429:1130,0.0,,25.09,3.24
20200429:1230,0.0,,23.79,3.52
20200429:1330,0.0,,22.97,3.59
20200429:1430,0.0,,22.22,3.59
20200429:1530,0.0,,21.57,3.52
20200429:1630,0.0,,20.98,3.24
20200429:1730,0.0,,20.51,2.97
20200429:1830,0.0,,20.06,2.83
20200429:1930,0.0,,19.24,2.48
20200429:2030,0.0,,18.62,2.41
20200429:2130,1.26,,18.08,2.41
20200429:2230,47.12,,17.96,2.34
20200429:2330,214.48,,20.11,2.14
20200430:0030,400.42,,23.46,2.62
20200430:0130,550.5,,26.27,3.17
20200430:0230,643.66,,28.61,3.59
20200430:0330,693.88,,30.42,3.59
20200430:0430,696.71,,31.81,3.59
20200430:0530,634.82,,32.87,3.72
20200430:0630,542.49,,33.47,3.79
20200430:0730,375.01,,33.24,3.17
20200430:0830,190.89,,33.13,2.83
20200430:0930,66.47,,31.97,2.07
20200430:1030,8.21,,29.87,2.83
20200430:1130,0.0,,27.8,3.59
20200430:1230,0.0,,26.63,3.79
20200430:1330,0.0,,25.74,3.72
20200430:1430,0.0,,25.04,3.86
20200430:1530,0.0,,24.52,4.0
20200430:1630,0.0,,23.88,3.93
20200430:1730,0.0,,23.06,3.79
20200430:1830,0.0,,22.27,3.59
20200430:1930,0.0,,21.04,2.9
20200430:2030,0.0,,20.37,2.76
20200430:2130,1.41,,19.82,2.69
20200430:2230,48.65,,19.65,2.55
20200430:2330,208.28,,21.42,2.41
20200501:0030,394.17,,23.94,3.1
20200501:0130,547.4,,26.22,3.79
20200501:0230,654.87,,28.15,4.41
20200501:0330,699.07,,29.58,4.83
20200501:0430,647.94,,30.45,4.83
20200501:0530,611.34,,30.91,4.55
20200501:0630,375.49,,31.13,4.34
20200501:0730,285.63,,28.57,3.86
20200501:0830,202.36,,27.46,4.0
20200501:0930,78.66,,26.51,3.72
20200501:1030,7.2,,25.52,3.17
20200501:1130,0.0,,23.81,3.1
20200501:1230,0.0,,22.45,3.17
20200501:1330,0.0,,21.54,3.03
20200501:1430,0.0,,20.81,2.83
20200501:1530,0.0,,20.11,2.28
20200501:1630,0.0,,19.48,2.07
20200501:1730,0.0,,18.94,2.14
20200501:1830,0.0,,18.44,1.93
20200501:1930,0.0,,18.11,1.79
20200501:2030,0.0,,17.91,1.66
20200501:2130,1.58,,17.67,1.45
20200501:2230,53.87,,17.67,1.17
20200501:2330,197.73,,19.31,2.07
20200502:0030,369.2,,21.01,3.24
20200502:0130,504.03,,23.0,2.9
20200502:0230,615.55,,25.13,1.66
20200502:0330,675.91,,27.54,1.17
20200502:0430,678.05,,29.05,1.17
20200502:0530,622.31,,30.12,0.97
20200502:0630,506.8,,31.01,1.03
20200502:0730,388.85,,30.71,1.17
20200502:0830,256.03,,30.78,1.03
20200502:0930,82.04,,30.63,0.69
20200502:1030,7.8,,29.65,1.31
20200502:1130,0.0,,27.1,2.69
20200502:1230,0.0,,25.19,3.03
20200502:1330,0.0,,23.83,3.31
20200502:1430,0.0,,22.61,3.38
20200502:1530,0.0,,21.65,3.31
20200502:1630,0.0,,21.0,3.17
20200502:1730,0.0,,20.56,3.03
20200502:1830,0.0,,20.23,2.83
20200502:1930,0.0,,19.51,2.62
20200502:2030,0.0,,19.3,2.41
20200502:2130,1.73,,18.95,2.28
20200502:2230,48.93,,18.92,2.07
20200502:2330,206.37,,20.36,2.14
20200503:0030,398.88,,23.09,2.14
20200503:0130,547.26,,25.82,1.79
20200503:0230,641.9,,28.29,1.45
20200503:0330,689.99,,30.54,1.45
20200503:0430,694.67,,32.49,1.72
20200503:0530,652.61,,34.12,1.93
20200503:0630,559.51,,35.36,2.14
20200503:0730,424.27,,35.44,1.52
20200503:0830,255.4,,35.68,1.59
20200503:0930,81.75,,35.28,1.1
20200503:1030,7.94,,33.97,0.14
20200503:1130,0.0,,31.63,1.59
20200503:1230,0.0,,28.63,2.83
20200503:1330,0.0,,26.64,3.31
20200503:1430,0.0,,25.2,3.31
20200503:1530,0.0,,24.03,3.1
20200503:1630,0.0,,23.04,2.9
20200503:1730,0.0,,22.16,2.76
20200503:1830,0.0,,21.3,3.17
20200503:1930,0.0,,19.95,4.14
20200503:2030,0.0,,19.14,4.0
20200503:2130,1.05,,18.5,3.72
20200503:2230,43.4,,18.26,4.28
20200503:2330,197.54,,18.68,5.1
20200504:0030,337.19,,19.69,5.86
20200504:0130,521.61,,20.91,6.62
20200504:0230,638.67,,22.81,6.48
20200504:0330,633.12,,24.84,5.79
20200504:0430,631.94,,25.99,5.1
20200504:0530,568.24,,26.67,5.1
20200504:0630,428.43,,26.53,5.59
20200504:0730,296.75,,24.8,5.59
20200504:0830,170.33,,24.07,5.59
20200504:0930,64.86,,23.17,5.38
20200504:1030,7.51,,21.82,5.03
20200504:1130,0.0,,20.35,5.03
20200504:1230,0.0,,19.25,4.69
20200504:1330,0.0,,18.54,4.55
20200504:1430,0.0,,18.03,4.21
20200504:1530,0.0,,17.17,3.66
20200504:1630,0.0,,16.55,3.52
20200504:1730,0.0,,16.15,3.52
20200504:1830,0.0,,15.21,3.38
20200504:1930,0.0,,14.27,3.59
20200504:2030,0.0,,13.59,4.14
20200504:2130,0.0,,13.24,4.28
20200504:2230,20.15,,13.07,4.14
20200504:2330,33.15,,13.3,3.93
20200505:0030,83.88,,13.4,4.41
20200505:0130,110.04,,13.87,4.62
20200505:0230,175.12,,14.41,4.48
20200505:0330,420.55,,15.29,4.28
20200505:0430,601.03,,16.54,3.93
20200505:0530,666.51,,18.01,3.72
20200505:0630,593.48,,19.37,3.59
20200505:0730,450.71,,20.37,2.9
20200505:0830,262.7,,20.57,2.76
20200505:0930,86.52,,20.32,2.55
20200505:1030,9.41,,19.72,2.28
20200505:1130,0.0,,18.32,2.07
20200505:1230,0.0,,17.05,2.34
20200505:1330,0.0,,16.24,2.55
20200505:1430,0.0,,15.47,2.41
20200505:1530,0.0,,14.7,2.21
20200505:1630,0.0,,13.95,1.93
20200505:1730,0.0,,13.24,1.79
20200505:1830,0.0,,12.61,1.72
20200505:1930,0.0,,12.1,1.86
20200505:2030,0.0,,11.69,2.14
20200505:2130,2.95,,11.39,2.34
20200505:2230,54.45,,11.42,2.28
20200505:2330,228.71,,13.07,2.69
20200506:0030,411.54,,15.34,3.03
20200506:0130,549.0,,17.36,3.45
20200506:0230,581.94,,19.2,3.72
20200506:0330,617.8,,20.36,3.79
20200506:0430,529.56,,21.32,4.0
20200506:0530,647.59,,21.76,4.14
20200506:0630,498.87,,22.95,4.28
20200506:0730,449.51,,22.12,3.93
20200506:0830,264.65,,22.58,4.0
20200506:0930,86.42,,22.4,4.07
20200506:1030,9.63,,21.77,3.45
20200506:1130,0.0,,20.32,2.76
20200506:1230,0.0,,19.01,2.62
20200506:1330,0.0,,18.48,2.83
20200506:1430,0.0,,18.21,3.24
20200506:1530,0.0,,17.91,3.45
20200506:1630,0.0,,17.64,3.52
20200506:1730,0.0,,17.46,3.52
20200506:1830,0.0,,17.3,3.59
20200506:1930,0.0,,16.66,3.03
20200506:2030,0.0,,16.52,2.83
20200506:2130,0.0,,16.42,2.83
20200506:2230,16.02,,16.42,2.69
20200506:2330,47.22,,16.69,3.24
20200507:0030,99.26,,17.16,3.66
20200507:0130,151.09,,18.06,4.34
20200507:0230,224.21,,19.01,4.41
20200507:0330,215.25,,20.24,4.55
20200507:0430,216.75,,21.25,4.83
20200507:0530,195.45,,22.24,4.9
20200507:0630,196.51,,23.11,4.69
20200507:0730,102.66,,25.0,4.9
20200507:0830,45.75,,25.0,3.66
20200507:0930,15.1,,24.44,3.24
20200507:1030,0.0,,23.51,2.97
20200507:1130,0.0,,22.92,2.83
20200507:1230,0.0,,22.21,2.48
20200507:1330,0.0,,20.95,2.83
20200507:1430,0.0,,20.46,3.17
20200507:1530,0.0,,20.23,3.59
20200507:1630,0.0,,20.11,3.79
20200507:1730,0.0,,19.64,3.86
20200507:1830,0.0,,19.32,3.86
20200507:1930,0.0,,18.75,3.72
20200507:2030,0.0,,18.74,3.52
20200507:2130,0.0,,18.74,3.31
20200507:2230,2.52,,18.79,3.03
20200507:2330,16.99,,18.91,2.21
20200508:0030,26.45,,19.24,0.9
20200508:0130,63.62,,19.59,0.62
20200508:0230,54.69,,20.04,1.03
20200508:0330,137.49,,20.17,1.45
20200508:0430,103.51,,20.69,2.14
20200508:0530,107.67,,20.69,2.41
20200508:0630,43.24,,20.25,3.31
20200508:0730,28.73,,18.79,3.93
20200508:0830,40.44,,18.15,4.14
20200508:0930,28.01,,18.07,4.28
20200508:1030,1.97,,18.02,4.14
20200508:1130,0.0,,17.61,4.34
20200508:1230,0.0,,17.03,4.62
20200508:1330,0.0,,16.4,4.62
20200508:1430,0.0,,15.82,4.48
20200508:1530,0.0,,15.25,4.76
20200508:1630,0.0,,14.63,4.83
20200508:1730,0.0,,14.12,4.83
20200508:1830,0.0,,13.79,4.69
20200508:1930,0.0,,13.31,4.07
20200508:2030,0.0,,13.06,3.45
20200508:2130,2.03,,12.92,3.24
20200508:2230,51.21,,12.92,3.38
20200508:2330,133.84,,13.35,3.66
20200509:0030,254.01,,14.1,3.45
20200509:0130,420.76,,15.02,3.1
20200509:0230,528.3,,16.47,2.62
20200509:0330,535.9,,17.82,2.28
20200509:0430,663.01,,18.92,2.21
20200509:0530,667.77,,20.45,2.55
20200509:0630,278.53,,21.72,3.31
20200509:0730,343.53,,19.92,3.31
20200509:0830,120.71,,20.45,3.66
20200509:0930,36.05,,19.65,2.76
20200509:1030,1.76,,18.7,2.07
20200509:1130,0.0,,18.01,2.07
20200509:1230,0.0,,17.5,2.21
20200509:1330,0.0,,16.86,2.0
20200509:1430,0.0,,16.04,2.0
20200509:1530,0.0,,15.21,2.07
20200509:1630,0.0,,14.63,2.14
20200509:1730,0.0,,14.19,2.14
20200509:1830,0.0,,13.85,2.07
20200509:1930,0.0,,13.14,2.14
20200509:2030,0.0,,12.9,1.93
20200509:2130,3.55,,12.7,1.79
20200509:2230,55.67,,12.84,1.72
20200509:2330,210.82,,14.15,2.0
20200510:0030,396.5,,15.96,1.38
20200510:0130,555.32,,18.07,1.24
20200510:0230,667.02,,20.19,1.52
20200510:0330,712.53,,22.0,1.66
20200510:0430,710.21,,23.34,1.66
20200510:0530,660.74,,24.34,1.45
20200510:0630,575.56,,25.01,1.24
20200510:0730,439.62,,25.24,1.59
20200510:0830,262.47,,25.38,1.66
20200510:0930,90.1,,25.16,1.66
20200510:1030,11.4,,24.33,1.24
20200510:1130,0.0,,22.8,1.79
20200510:1230,0.0,,20.62,2.14
20200510:1330,0.0,,18.9,2.21
20200510:1430,0.0,,17.71,2.34
20200510:1530,0.0,,16.97,2.48
20200510:1630,0.0,,16.41,2.48
20200510:1730,0.0,,15.95,2.48
20200510:1830,0.0,,15.51,2.48
20200510:1930,0.0,,15.02,2.28
20200510:2030,0.0,,14.64,2.34
20200510:2130,4.4,,14.44,2.48
20200510:2230,57.87,,14.87,2.28
20200510:2330,228.91,,17.35,2.28
20200511:0030,413.57,,20.27,2.69
20200511:0130,490.43,,21.81,4.21
20200511:0230,621.92,,22.12,5.1
20200511:0330,683.03,,22.46,6.34
20200511:0430,679.9,,22.79,6.62
20200511:0530,676.91,,22.81,6.0
20200511:0630,605.16,,22.45,6.07
20200511:0730,463.69,,21.8,5.03
20200511:0830,283.24,,21.87,4.41
20200511:0930,94.74,,21.85,3.66
20200511:1030,12.17,,20.99,2.55
20200511:1130,0.0,,19.02,2.83
20200511:1230,0.0,,17.5,3.03
20200511:1330,0.0,,16.82,3.38
20200511:1430,0.0,,16.44,3.66
20200511:1530,0.0,,16.24,3.93
20200511:1630,0.0,,16.13,4.21
20200511:1730,0.0,,16.04,4.41
20200511:1830,0.0,,15.94,4.55
20200511:1930,0.0,,15.97,4.62
20200511:2030,0.0,,15.82,4.62
20200511:2130,4.74,,15.63,4.48
20200511:2230,58.83,,15.5,4.28
20200511:2330,241.91,,16.62,3.86
20200512:0030,437.31,,18.71,3.59
20200512:0130,593.85,,20.81,3.66
20200512:0230,694.63,,22.65,3.17
20200512:0330,740.04,,24.04,2.55
20200512:0430,735.48,,25.11,2.07
20200512:0530,685.3,,25.98,1.79
20200512:0630,591.84,,26.54,1.79
20200512:0730,453.75,,26.9,2.0
20200512:0830,274.77,,26.73,1.72
20200512:0930,91.06,,26.28,1.38
20200512:1030,12.27,,25.13,1.31
20200512:1130,0.0,,23.28,2.28
20200512:1230,0.0,,20.75,2.69
20200512:1330,0.0,,19.35,2.9
20200512:1430,0.0,,18.55,2.97
20200512:1530,0.0,,17.87,3.03
20200512:1630,0.0,,17.33,3.17
20200512:1730,0.0,,16.84,3.24
20200512:1830,0.0,,16.38,3.24
20200512:1930,0.0,,16.32,3.45
20200512:2030,0.0,,16.0,3.52
20200512:2130,4.9,,15.64,3.45
20200512:2230,58.06,,15.73,3.38
20200512:2330,234.28,,17.32,3.31
20200513:0030,426.42,,19.72,3.86
20200513:0130,581.19,,22.21,3.93
20200513:0230,682.02,,24.54,4.0
20200513:0330,735.13,,26.52,3.93
20200513:0430,731.36,,28.09,3.86
20200513:0530,681.87,,29.13,4.0
20200513:0630,595.2,,29.62,4.14
20200513:0730,451.33,,29.73,4.48
20200513:0830,220.09,,29.3,4.48
20200513:0930,68.55,,28.23,3.66
20200513:1030,10.68,,26.23,3.31
20200513:1130,0.0,,24.82,3.31
20200513:1230,0.0,,23.84,3.52
20200513:1330,0.0,,23.09,3.72
20200513:1430,0.0,,22.73,4.14
20200513:1530,0.0,,22.21,4.14
20200513:1630,0.0,,21.73,4.41
20200513:1730,0.0,,21.5,4.41
20200513:1830,0.0,,21.12,4.07
20200513:1930,0.0,,19.88,3.17
20200513:2030,0.0,,19.65,3.24
20200513:2130,0.72,,19.24,3.24
20200513:2230,15.36,,18.8,3.1
20200513:2330,41.83,,18.84,2.97
20200514:0030,92.82,,19.29,2.76
20200514:0130,87.14,,19.99,3.24
20200514:0230,55.14,,20.3,3.24
20200514:0330,179.56,,20.23,2.97
20200514:0430,361.73,,20.98,3.24
20200514:0530,448.25,,22.2,3.38
20200514:0630,97.01,,23.71,3.66
20200514:0730,65.85,,21.53,1.86
20200514:0830,35.07,,21.45,1.52
20200514:0930,19.48,,21.38,1.17
20200514:1030,5.77,,21.2,0.9
20200514:1130,0.0,,20.65,1.24
20200514:1230,0.0,,19.85,1.52
20200514:1330,0.0,,19.03,1.59
20200514:1430,0.0,,18.35,1.52
20200514:1530,0.0,,17.72,1.45
20200514:1630,0.0,,17.19,1.38
20200514:1730,0.0,,16.86,1.38
20200514:1830,0.0,,16.74,1.59
20200514:1930,0.0,,17.49,1.45
20200514:2030,0.0,,17.62,1.24
20200514:2130,4.39,,17.44,1.38
20200514:2230,56.89,,17.39,1.38
20200514:2330,205.08,,18.9,1.38
20200515:0030,393.06,,20.77,1.52
20200515:0130,547.18,,22.99,1.52
20200515:0230,641.0,,25.01,1.45
20200515:0330,652.02,,26.5,1.72
20200515:0430,659.61,,27.17,1.72
20200515:0530,641.04,,27.84,1.59
20200515:0630,523.38,,28.46,1.38
20200515:0730,381.57,,27.91,1.17
20200515:0830,236.9,,27.79,1.24
20200515:0930,92.97,,27.49,1.72
20200515:1030,17.29,,26.35,1.86
20200515:1130,0.0,,24.41,2.55
20200515:1230,0.0,,22.77,2.69
20200515:1330,0.0,,21.73,2.55
20200515:1430,0.0,,20.78,2.41
20200515:1530,0.0,,19.93,2.48
20200515:1630,0.0,,19.26,2.48
20200515:1730,0.0,,18.69,2.48
20200515:1830,0.0,,18.2,2.28
20200515:1930,0.0,,17.75,2.0
20200515:2030,0.0,,17.22,2.14
20200515:2130,5.5,,16.91,2.34
20200515:2230,57.93,,17.22,2.07
20200515:2330,220.95,,19.59,1.93
20200516:0030,401.8,,22.39,2.41
20200516:0130,542.25,,24.8,2.9
20200516:0230,634.23,,26.69,3.24
20200516:0330,701.21,,28.07,3.45
20200516:0430,704.65,,29.21,3.66
20200516:0530,648.51,,30.05,3.52
20200516:0630,500.39,,30.63,3.45
20200516:0730,363.24,,30.74,3.66
20200516:0830,251.6,,30.48,3.45
20200516:0930,88.05,,30.01,3.1
20200516:1030,13.23,,28.48,2.69
20200516:1130,0.0,,26.22,2.97
20200516:1230,0.0,,24.71,3.1
20200516:1330,0.0,,23.71,3.1
20200516:1430,0.0,,22.98,3.38
20200516:1530,0.0,,22.62,3.72
20200516:1630,0.0,,22.39,3.79
20200516:1730,0.0,,22.07,3.59
20200516:1830,0.0,,21.7,3.52
20200516:1930,0.0,,21.53,3.1
20200516:2030,0.0,,21.02,2.76
20200516:2130,5.38,,20.47,2.55
20200516:2230,55.55,,20.5,2.21
20200516:2330,216.12,,22.29,1.93
20200517:0030,392.18,,24.31,1.93
20200517:0130,531.58,,26.17,1.38
20200517:0230,627.31,,27.9,1.45
20200517:0330,682.85,,29.56,2.21
20200517:0430,690.45,,31.0,3.1
20200517:0530,651.04,,32.13,4.14
20200517:0630,560.88,,32.93,5.03
20200517:0730,419.57,,33.24,5.31
20200517:0830,253.07,,33.3,5.31
20200517:0930,82.38,,32.85,4.62
20200517:1030,12.69,,31.54,4.28
20200517:1130,0.0,,29.96,4.83
20200517:1230,0.0,,29.29,5.79
20200517:1330,0.0,,28.56,5.93
20200517:1430,0.0,,28.0,5.93
20200517:1530,0.0,,26.82,5.17
20200517:1630,0.0,,21.45,6.07
20200517:1730,0.0,,19.29,6.62
20200517:1830,0.0,,17.75,5.17
20200517:1930,0.0,,16.47,2.97
20200517:2030,0.0,,15.81,3.1
20200517:2130,6.53,,14.96,3.45
20200517:2230,61.52,,14.67,3.59
20200517:2330,242.22,,15.76,3.79
20200518:0030,438.42,,17.63,4.0
20200518:0130,596.24,,19.64,4.41
20200518:0230,707.95,,21.18,5.1
20200518:0330,768.29,,22.36,5.79
20200518:0430,775.34,,23.29,6.28
20200518:0530,722.17,,24.05,6.48
20200518:0630,620.5,,24.53,6.48
20200518:0730,464.3,,24.44,6.69
20200518:0830,286.45,,24.13,6.83
20200518:0930,96.28,,23.52,6.0
20200518:1030,15.26,,22.35,4.07
20200518:1130,0.0,,20.48,2.76
20200518:1230,0.0,,18.92,2.14
20200518:1330,0.0,,17.71,1.45
20200518:1430,0.0,,16.48,1.17
20200518:1530,0.0,,14.65,1.72
20200518:1630,0.0,,13.94,2.41
20200518:1730,0.0,,13.76,2.69
20200518:1830,0.0,,14.07,2.9
20200518:1930,0.0,,14.03,2.69
20200518:2030,0.0,,13.96,2.76
20200518:2130,6.78,,13.81,2.76
20200518:2230,61.56,,14.23,2.69
20200518:2330,240.72,,16.89,2.48
20200519:0030,429.98,,20.37,2.83
20200519:0130,580.89,,23.25,3.1
20200519:0230,683.95,,25.55,3.52
20200519:0330,734.68,,27.24,3.52
20200519:0430,732.05,,28.39,3.03
20200519:0530,679.36,,29.01,2.41
20200519:0630,581.36,,29.41,2.07
20200519:0730,446.75,,29.63,2.21
20200519:0830,271.21,,29.54,1.79
20200519:0930,91.81,,29.17,1.24
20200519:1030,14.86,,27.78,0.34
20200519:1130,0.0,,26.0,1.45
20200519:1230,0.0,,23.37,2.34
20200519:1330,0.0,,21.44,2.48
20200519:1430,0.0,,20.5,2.41
20200519:1530,0.0,,19.69,2.41
20200519:1630,0.0,,19.02,2.41
20200519:1730,0.0,,18.46,2.41
20200519:1830,0.0,,18.03,2.34
20200519:1930,0.0,,17.0,2.14
20200519:2030,0.0,,16.28,2.07
