transformer_uid,region_id,voltage_kv,station_id,unit_id,capacity_mva,annual_max_net_load_mw,annual_max_timestamp,annual_min_net_load_mw,annual_min_timestamp,net_load_interpretation,asset_scope_id,source_row,source_ref,source_version,transformation,scenario_id,quality_flag,source_sha256
QX-00008|110|BDZ-00166|#1,QX-00008,110,BDZ-00166,#1,50,35.79,2025-08-11 10:50:00,0.4,2025-01-30 13:20:00,net_load_no_pv_resubtraction,operating_2025,306,SRC02:主变1,电网建模数据_Agent整合版_V1.2,select 2025 annual extrema; preserve signed net load,real_2021_2025,source_value,563180da9b4fd16012c14ddb974e76ce1f06dfdd8ca13816a2ac529901b91176
QX-00008|110|BDZ-00166|#3,QX-00008,110,BDZ-00166,#3,50,29.27,2025-07-07 15:10:00,3.38,2025-01-29 14:00:00,net_load_no_pv_resubtraction,operating_2025,305,SRC02:主变1,电网建模数据_Agent整合版_V1.2,select 2025 annual extrema; preserve signed net load,real_2021_2025,source_value,563180da9b4fd16012c14ddb974e76ce1f06dfdd8ca13816a2ac529901b91176
QX-00008|110|BDZ-00170|#1,QX-00008,110,BDZ-00170,#1,20,17.28,2025-12-11 07:17:00,4.01,2025-08-20 12:40:00,net_load_no_pv_resubtraction,operating_2025,296,SRC02:主变1,电网建模数据_Agent整合版_V1.2,select 2025 annual extrema; preserve signed net load,real_2021_2025,source_value,563180da9b4fd16012c14ddb974e76ce1f06dfdd8ca13816a2ac529901b91176
QX-00008|110|BDZ-00170|#2,QX-00008,110,BDZ-00170,#2,50,18.63,2025-12-09 07:10:00,-3.1,2025-09-21 12:32:00,net_load_no_pv_resubtraction,operating_2025,295,SRC02:主变1,电网建模数据_Agent整合版_V1.2,select 2025 annual extrema; preserve signed net load,real_2021_2025,source_value,563180da9b4fd16012c14ddb974e76ce1f06dfdd8ca13816a2ac529901b91176
QX-00009|35|BDZ-00253|#1,QX-00009,35,BDZ-00253,#1,20,12.51,2025-07-03 23:10:00,-11.85,2025-05-06 12:55:00,net_load_no_pv_resubtraction,operating_2025,507,SRC02:主变1,电网建模数据_Agent整合版_V1.2,select 2025 annual extrema; preserve signed net load,real_2021_2025,source_value,563180da9b4fd16012c14ddb974e76ce1f06dfdd8ca13816a2ac529901b91176
QX-00009|35|BDZ-00253|#2,QX-00009,35,BDZ-00253,#2,20,3.88,2025-06-16 21:15:00,-2.9,2025-05-28 16:15:00,net_load_no_pv_resubtraction,operating_2025,508,SRC02:主变1,电网建模数据_Agent整合版_V1.2,select 2025 annual extrema; preserve signed net load,real_2021_2025,source_value,563180da9b4fd16012c14ddb974e76ce1f06dfdd8ca13816a2ac529901b91176
QX-00009|35|BDZ-00259|#1,QX-00009,35,BDZ-00259,#1,20,14.47,2025-07-05 22:20:00,-6.5,2025-10-16 12:35:00,net_load_no_pv_resubtraction,operating_2025,513,SRC02:主变1,电网建模数据_Agent整合版_V1.2,select 2025 annual extrema; preserve signed net load,real_2021_2025,source_value,563180da9b4fd16012c14ddb974e76ce1f06dfdd8ca13816a2ac529901b91176
QX-00009|35|BDZ-00259|#2,QX-00009,35,BDZ-00259,#2,20,8.35,2025-07-05 22:06:00,-7.65,2025-09-29 13:29:00,net_load_no_pv_resubtraction,operating_2025,514,SRC02:主变1,电网建模数据_Agent整合版_V1.2,select 2025 annual extrema; preserve signed net load,real_2021_2025,source_value,563180da9b4fd16012c14ddb974e76ce1f06dfdd8ca13816a2ac529901b91176
QX-00009|35|BDZ-00266|#1,QX-00009,35,BDZ-00266,#1,20,11.47,2025-01-09 10:40:00,0.09,2025-10-06 14:10:00,net_load_no_pv_resubtraction,operating_2025,519,SRC02:主变1,电网建模数据_Agent整合版_V1.2,select 2025 annual extrema; preserve signed net load,real_2021_2025,source_value,563180da9b4fd16012c14ddb974e76ce1f06dfdd8ca13816a2ac529901b91176
QX-00009|35|BDZ-00266|#2,QX-00009,35,BDZ-00266,#2,20,13.8,2025-06-18 22:30:00,-5.17,2025-05-28 12:20:00,net_load_no_pv_resubtraction,operating_2025,520,SRC02:主变1,电网建模数据_Agent整合版_V1.2,select 2025 annual extrema; preserve signed net load,real_2021_2025,source_value,563180da9b4fd16012c14ddb974e76ce1f06dfdd8ca13816a2ac529901b91176
QX-00009|35|BDZ-00277|#1,QX-00009,35,BDZ-00277,#1,20,11.84,2025-07-04 21:30:00,-5.21,2025-05-10 12:35:00,net_load_no_pv_resubtraction,operating_2025,517,SRC02:主变1,电网建模数据_Agent整合版_V1.2,select 2025 annual extrema; preserve signed net load,real_2021_2025,source_value,563180da9b4fd16012c14ddb974e76ce1f06dfdd8ca13816a2ac529901b91176
QX-00009|35|BDZ-00277|#2,QX-00009,35,BDZ-00277,#2,20,6.87,2025-07-03 22:25:00,-3.76,2025-04-10 12:40:00,net_load_no_pv_resubtraction,operating_2025,518,SRC02:主变1,电网建模数据_Agent整合版_V1.2,select 2025 annual extrema; preserve signed net load,real_2021_2025,source_value,563180da9b4fd16012c14ddb974e76ce1f06dfdd8ca13816a2ac529901b91176
QX-00009|35|BDZ-00281|#1,QX-00009,35,BDZ-00281,#1,8,6.06,2025-12-04 00:20:00,-2.22,2025-06-29 13:40:00,net_load_no_pv_resubtraction,operating_2025,510,SRC02:主变1,电网建模数据_Agent整合版_V1.2,select 2025 annual extrema; preserve signed net load,real_2021_2025,source_value,563180da9b4fd16012c14ddb974e76ce1f06dfdd8ca13816a2ac529901b91176
QX-00009|35|BDZ-00281|#2,QX-00009,35,BDZ-00281,#2,6.3,5.99,2025-12-04 07:15:00,-1.69,2025-06-12 11:45:00,net_load_no_pv_resubtraction,operating_2025,509,SRC02:主变1,电网建模数据_Agent整合版_V1.2,select 2025 annual extrema; preserve signed net load,real_2021_2025,source_value,563180da9b4fd16012c14ddb974e76ce1f06dfdd8ca13816a2ac529901b91176
QX-00009|35|BDZ-00284|#1,QX-00009,35,BDZ-00284,#1,20,5.57,2025-07-04 21:55:00,-0.23,2025-05-24 12:35:00,net_load_no_pv_resubtraction,operating_2025,511,SRC02:主变1,电网建模数据_Agent整合版_V1.2,select 2025 annual extrema; preserve signed net load,real_2021_2025,source_value,563180da9b4fd16012c14ddb974e76ce1f06dfdd8ca13816a2ac529901b91176
QX-00009|35|BDZ-00284|#2,QX-00009,35,BDZ-00284,#2,10,0.03,2025-12-21 02:15:00,0,2025-12-29 23:55:00,net_load_no_pv_resubtraction,operating_2025,512,SRC02:主变1,电网建模数据_Agent整合版_V1.2,select 2025 annual extrema; preserve signed net load,real_2021_2025,source_value,563180da9b4fd16012c14ddb974e76ce1f06dfdd8ca13816a2ac529901b91176
QX-00009|35|BDZ-00303|#1,QX-00009,35,BDZ-00303,#1,20,8.27,2025-01-10 09:20:00,-6.34,2025-10-19 11:45:00,net_load_no_pv_resubtraction,operating_2025,515,SRC02:主变1,电网建模数据_Agent整合版_V1.2,select 2025 annual extrema; preserve signed net load,real_2021_2025,source_value,563180da9b4fd16012c14ddb974e76ce1f06dfdd8ca13816a2ac529901b91176
QX-00009|35|BDZ-00303|#2,QX-00009,35,BDZ-00303,#2,20,9.95,2025-08-04 14:05:00,-15.76,2025-09-29 12:35:00,net_load_no_pv_resubtraction,operating_2025,516,SRC02:主变1,电网建模数据_Agent整合版_V1.2,select 2025 annual extrema; preserve signed net load,real_2021_2025,source_value,563180da9b4fd16012c14ddb974e76ce1f06dfdd8ca13816a2ac529901b91176
QX-00009|35|BDZ-00310|#1,QX-00009,35,BDZ-00310,#1,10,9.04,2025-06-11 00:40:00,-6.36,2025-05-03 12:25:00,net_load_no_pv_resubtraction,operating_2025,505,SRC02:主变1,电网建模数据_Agent整合版_V1.2,select 2025 annual extrema; preserve signed net load,real_2021_2025,source_value,563180da9b4fd16012c14ddb974e76ce1f06dfdd8ca13816a2ac529901b91176
QX-00009|35|BDZ-00310|#2,QX-00009,35,BDZ-00310,#2,20,9.33,2025-07-03 21:30:00,-1.53,2025-09-20 12:10:00,net_load_no_pv_resubtraction,operating_2025,506,SRC02:主变1,电网建模数据_Agent整合版_V1.2,select 2025 annual extrema; preserve signed net load,real_2021_2025,source_value,563180da9b4fd16012c14ddb974e76ce1f06dfdd8ca13816a2ac529901b91176
QX-00009|110|BDZ-00014|#1,QX-00009,110,BDZ-00014,#1,50,,,,,net_load_no_pv_resubtraction,operating_2025,409,SRC02:主变1,电网建模数据_Agent整合版_V1.2,select 2025 annual extrema; preserve signed net load,real_2021_2025,missing_extrema,563180da9b4fd16012c14ddb974e76ce1f06dfdd8ca13816a2ac529901b91176
QX-00009|110|BDZ-00014|#2,QX-00009,110,BDZ-00014,#2,50,,,,,net_load_no_pv_resubtraction,operating_2025,410,SRC02:主变1,电网建模数据_Agent整合版_V1.2,select 2025 annual extrema; preserve signed net load,real_2021_2025,missing_extrema,563180da9b4fd16012c14ddb974e76ce1f06dfdd8ca13816a2ac529901b91176
QX-00009|110|BDZ-00020|#1,QX-00009,110,BDZ-00020,#1,50,25.72,2025-07-05 21:05:00,-16.68,2025-10-24 12:50:00,net_load_no_pv_resubtraction,operating_2025,379,SRC02:主变1,电网建模数据_Agent整合版_V1.2,select 2025 annual extrema; preserve signed net load,real_2021_2025,source_value,563180da9b4fd16012c14ddb974e76ce1f06dfdd8ca13816a2ac529901b91176
QX-00009|110|BDZ-00020|#2,QX-00009,110,BDZ-00020,#2,63,29.8,2025-07-05 21:25:00,-14.3,2025-04-26 12:55:00,net_load_no_pv_resubtraction,operating_2025,380,SRC02:主变1,电网建模数据_Agent整合版_V1.2,select 2025 annual extrema; preserve signed net load,real_2021_2025,source_value,563180da9b4fd16012c14ddb974e76ce1f06dfdd8ca13816a2ac529901b91176
QX-00009|110|BDZ-00040|#1,QX-00009,110,BDZ-00040,#1,63,37.95,2025-02-07 18:45:00,-21.41,2025-05-01 12:50:00,net_load_no_pv_resubtraction,operating_2025,405,SRC02:主变1,电网建模数据_Agent整合版_V1.2,select 2025 annual extrema; preserve signed net load,real_2021_2025,source_value,563180da9b4fd16012c14ddb974e76ce1f06dfdd8ca13816a2ac529901b91176
QX-00009|110|BDZ-00040|#2,QX-00009,110,BDZ-00040,#2,63,41.97,2025-07-22 21:45:00,-23.72,2025-08-11 12:00:00,net_load_no_pv_resubtraction,operating_2025,406,SRC02:主变1,电网建模数据_Agent整合版_V1.2,select 2025 annual extrema; preserve signed net load,real_2021_2025,source_value,563180da9b4fd16012c14ddb974e76ce1f06dfdd8ca13816a2ac529901b91176
QX-00009|110|BDZ-00055|#1,QX-00009,110,BDZ-00055,#1,50,29.07,2025-12-12 11:20:00,0,2025-04-02 14:15:00,net_load_no_pv_resubtraction,operating_2025,381,SRC02:主变1,电网建模数据_Agent整合版_V1.2,select 2025 annual extrema; preserve signed net load,real_2021_2025,source_value,563180da9b4fd16012c14ddb974e76ce1f06dfdd8ca13816a2ac529901b91176
QX-00009|110|BDZ-00055|#2,QX-00009,110,BDZ-00055,#2,31.5,25.32,2025-07-03 22:15:00,-2.75,2025-05-03 12:45:00,net_load_no_pv_resubtraction,operating_2025,382,SRC02:主变1,电网建模数据_Agent整合版_V1.2,select 2025 annual extrema; preserve signed net load,real_2021_2025,source_value,563180da9b4fd16012c14ddb974e76ce1f06dfdd8ca13816a2ac529901b91176
QX-00009|110|BDZ-00057|#1,QX-00009,110,BDZ-00057,#1,50,40.77,2025-09-23 11:20:00,-2.98,2025-05-01 12:50:00,net_load_no_pv_resubtraction,operating_2025,391,SRC02:主变1,电网建模数据_Agent整合版_V1.2,select 2025 annual extrema; preserve signed net load,real_2021_2025,source_value,563180da9b4fd16012c14ddb974e76ce1f06dfdd8ca13816a2ac529901b91176
QX-00009|110|BDZ-00057|#2,QX-00009,110,BDZ-00057,#2,100,43.79,2025-08-21 21:30:00,-10.31,2025-05-03 12:05:00,net_load_no_pv_resubtraction,operating_2025,392,SRC02:主变1,电网建模数据_Agent整合版_V1.2,select 2025 annual extrema; preserve signed net load,real_2021_2025,source_value,563180da9b4fd16012c14ddb974e76ce1f06dfdd8ca13816a2ac529901b91176
QX-00009|110|BDZ-00068|#1,QX-00009,110,BDZ-00068,#1,50,33.48,2025-08-21 21:45:00,1.97,2025-05-03 12:35:00,net_load_no_pv_resubtraction,operating_2025,396,SRC02:主变1,电网建模数据_Agent整合版_V1.2,select 2025 annual extrema; preserve signed net load,real_2021_2025,source_value,563180da9b4fd16012c14ddb974e76ce1f06dfdd8ca13816a2ac529901b91176
QX-00009|110|BDZ-00068|#2,QX-00009,110,BDZ-00068,#2,50,34.45,2025-07-04 21:25:00,-5.31,2025-09-20 12:49:00,net_load_no_pv_resubtraction,operating_2025,395,SRC02:主变1,电网建模数据_Agent整合版_V1.2,select 2025 annual extrema; preserve signed net load,real_2021_2025,source_value,563180da9b4fd16012c14ddb974e76ce1f06dfdd8ca13816a2ac529901b91176
QX-00009|110|BDZ-00069|#1,QX-00009,110,BDZ-00069,#1,63,39.6,2025-11-12 20:35:00,-14.28,2025-05-03 12:35:00,net_load_no_pv_resubtraction,operating_2025,370,SRC02:主变1,电网建模数据_Agent整合版_V1.2,select 2025 annual extrema; preserve signed net load,real_2021_2025,source_value,563180da9b4fd16012c14ddb974e76ce1f06dfdd8ca13816a2ac529901b91176
QX-00009|110|BDZ-00069|#2,QX-00009,110,BDZ-00069,#2,50,23.02,2025-11-04 04:45:00,-13.64,2025-10-14 12:35:00,net_load_no_pv_resubtraction,operating_2025,369,SRC02:主变1,电网建模数据_Agent整合版_V1.2,select 2025 annual extrema; preserve signed net load,real_2021_2025,source_value,563180da9b4fd16012c14ddb974e76ce1f06dfdd8ca13816a2ac529901b91176
QX-00009|110|BDZ-00077|#1,QX-00009,110,BDZ-00077,#1,50,27.41,2025-12-03 17:47:00,-0.05,2025-06-02 12:17:00,net_load_no_pv_resubtraction,operating_2025,407,SRC02:主变1,电网建模数据_Agent整合版_V1.2,select 2025 annual extrema; preserve signed net load,real_2021_2025,source_value,563180da9b4fd16012c14ddb974e76ce1f06dfdd8ca13816a2ac529901b91176
QX-00009|110|BDZ-00077|#2,QX-00009,110,BDZ-00077,#2,50,22.3,2025-07-05 21:26:00,-2.22,2025-05-03 12:59:00,net_load_no_pv_resubtraction,operating_2025,408,SRC02:主变1,电网建模数据_Agent整合版_V1.2,select 2025 annual extrema; preserve signed net load,real_2021_2025,source_value,563180da9b4fd16012c14ddb974e76ce1f06dfdd8ca13816a2ac529901b91176
QX-00009|110|BDZ-00084|#1,QX-00009,110,BDZ-00084,#1,31.5,18.5,2025-07-05 21:25:00,-10.5,2025-05-06 12:49:00,net_load_no_pv_resubtraction,operating_2025,375,SRC02:主变1,电网建模数据_Agent整合版_V1.2,select 2025 annual extrema; preserve signed net load,real_2021_2025,source_value,563180da9b4fd16012c14ddb974e76ce1f06dfdd8ca13816a2ac529901b91176
QX-00009|110|BDZ-00084|#2,QX-00009,110,BDZ-00084,#2,31.5,22.8,2025-07-05 21:25:00,-16.7,2025-04-23 12:49:00,net_load_no_pv_resubtraction,operating_2025,376,SRC02:主变1,电网建模数据_Agent整合版_V1.2,select 2025 annual extrema; preserve signed net load,real_2021_2025,source_value,563180da9b4fd16012c14ddb974e76ce1f06dfdd8ca13816a2ac529901b91176
QX-00009|110|BDZ-00086|#1,QX-00009,110,BDZ-00086,#1,50,24.1,2025-07-05 21:10:00,-10.36,2025-03-16 12:40:00,net_load_no_pv_resubtraction,operating_2025,401,SRC02:主变1,电网建模数据_Agent整合版_V1.2,select 2025 annual extrema; preserve signed net load,real_2021_2025,source_value,563180da9b4fd16012c14ddb974e76ce1f06dfdd8ca13816a2ac529901b91176
QX-00009|110|BDZ-00086|#2,QX-00009,110,BDZ-00086,#2,50,39.55,2025-03-17 13:30:00,-9.67,2025-05-07 12:45:00,net_load_no_pv_resubtraction,operating_2025,402,SRC02:主变1,电网建模数据_Agent整合版_V1.2,select 2025 annual extrema; preserve signed net load,real_2021_2025,source_value,563180da9b4fd16012c14ddb974e76ce1f06dfdd8ca13816a2ac529901b91176
QX-00009|110|BDZ-00087|#1,QX-00009,110,BDZ-00087,#1,31.5,19.33,2025-11-14 02:10:00,-1.25,2025-10-11 08:15:00,net_load_no_pv_resubtraction,operating_2025,404,SRC02:主变1,电网建模数据_Agent整合版_V1.2,select 2025 annual extrema; preserve signed net load,real_2021_2025,source_value,563180da9b4fd16012c14ddb974e76ce1f06dfdd8ca13816a2ac529901b91176
QX-00009|110|BDZ-00087|#2,QX-00009,110,BDZ-00087,#2,31.5,21.36,2025-12-25 01:45:00,-0.18,2025-05-03 13:15:00,net_load_no_pv_resubtraction,operating_2025,403,SRC02:主变1,电网建模数据_Agent整合版_V1.2,select 2025 annual extrema; preserve signed net load,real_2021_2025,source_value,563180da9b4fd16012c14ddb974e76ce1f06dfdd8ca13816a2ac529901b91176
QX-00009|110|BDZ-00091|#1,QX-00009,110,BDZ-00091,#1,63,48.86,2025-05-29 18:40:00,-3.42,2025-05-03 12:10:00,net_load_no_pv_resubtraction,operating_2025,371,SRC02:主变1,电网建模数据_Agent整合版_V1.2,select 2025 annual extrema; preserve signed net load,real_2021_2025,source_value,563180da9b4fd16012c14ddb974e76ce1f06dfdd8ca13816a2ac529901b91176
QX-00009|110|BDZ-00091|#2,QX-00009,110,BDZ-00091,#2,50,40.62,2025-10-26 18:05:00,-5.83,2025-10-19 11:45:00,net_load_no_pv_resubtraction,operating_2025,372,SRC02:主变1,电网建模数据_Agent整合版_V1.2,select 2025 annual extrema; preserve signed net load,real_2021_2025,source_value,563180da9b4fd16012c14ddb974e76ce1f06dfdd8ca13816a2ac529901b91176
QX-00009|110|BDZ-00127|#1,QX-00009,110,BDZ-00127,#1,50,30.61,2025-07-03 22:20:00,-7.7,2025-04-22 12:40:00,net_load_no_pv_resubtraction,operating_2025,383,SRC02:主变1,电网建模数据_Agent整合版_V1.2,select 2025 annual extrema; preserve signed net load,real_2021_2025,source_value,563180da9b4fd16012c14ddb974e76ce1f06dfdd8ca13816a2ac529901b91176
QX-00009|110|BDZ-00127|#2,QX-00009,110,BDZ-00127,#2,50,22.81,2025-05-09 06:32:00,-3.28,2025-05-03 12:31:00,net_load_no_pv_resubtraction,operating_2025,384,SRC02:主变1,电网建模数据_Agent整合版_V1.2,select 2025 annual extrema; preserve signed net load,real_2021_2025,source_value,563180da9b4fd16012c14ddb974e76ce1f06dfdd8ca13816a2ac529901b91176
QX-00009|110|BDZ-00128|#1,QX-00009,110,BDZ-00128,#1,50,15.2,2025-10-20 17:11:00,-17.44,2025-09-21 10:59:00,net_load_no_pv_resubtraction,operating_2025,373,SRC02:主变1,电网建模数据_Agent整合版_V1.2,select 2025 annual extrema; preserve signed net load,real_2021_2025,source_value,563180da9b4fd16012c14ddb974e76ce1f06dfdd8ca13816a2ac529901b91176
QX-00009|110|BDZ-00128|#2,QX-00009,110,BDZ-00128,#2,50,7.02,2025-07-16 00:21:00,-10.12,2025-06-12 11:46:00,net_load_no_pv_resubtraction,operating_2025,374,SRC02:主变1,电网建模数据_Agent整合版_V1.2,select 2025 annual extrema; preserve signed net load,real_2021_2025,source_value,563180da9b4fd16012c14ddb974e76ce1f06dfdd8ca13816a2ac529901b91176
QX-00009|110|BDZ-00129|#1,QX-00009,110,BDZ-00129,#1,40,8.82,2025-12-04 00:20:00,-6.9,2025-04-02 12:15:00,net_load_no_pv_resubtraction,operating_2025,390,SRC02:主变1,电网建模数据_Agent整合版_V1.2,select 2025 annual extrema; preserve signed net load,real_2021_2025,source_value,563180da9b4fd16012c14ddb974e76ce1f06dfdd8ca13816a2ac529901b91176
QX-00009|110|BDZ-00129|#2,QX-00009,110,BDZ-00129,#2,40,12.07,2025-12-05 02:40:00,-5.33,2025-09-09 12:40:00,net_load_no_pv_resubtraction,operating_2025,389,SRC02:主变1,电网建模数据_Agent整合版_V1.2,select 2025 annual extrema; preserve signed net load,real_2021_2025,source_value,563180da9b4fd16012c14ddb974e76ce1f06dfdd8ca13816a2ac529901b91176
QX-00009|110|BDZ-00134|#1,QX-00009,110,BDZ-00134,#1,50,23.4,2025-07-05 00:29:00,-5.8,2025-05-11 12:58:00,net_load_no_pv_resubtraction,operating_2025,397,SRC02:主变1,电网建模数据_Agent整合版_V1.2,select 2025 annual extrema; preserve signed net load,real_2021_2025,source_value,563180da9b4fd16012c14ddb974e76ce1f06dfdd8ca13816a2ac529901b91176
QX-00009|110|BDZ-00134|#2,QX-00009,110,BDZ-00134,#2,31.5,18.6,2025-07-15 21:16:00,-4.4,2025-05-18 12:58:00,net_load_no_pv_resubtraction,operating_2025,398,SRC02:主变1,电网建模数据_Agent整合版_V1.2,select 2025 annual extrema; preserve signed net load,real_2021_2025,source_value,563180da9b4fd16012c14ddb974e76ce1f06dfdd8ca13816a2ac529901b91176
QX-00009|110|BDZ-00150|#1,QX-00009,110,BDZ-00150,#1,50,34.15,2025-08-21 20:35:00,0,2025-12-11 15:05:00,net_load_no_pv_resubtraction,operating_2025,394,SRC02:主变1,电网建模数据_Agent整合版_V1.2,select 2025 annual extrema; preserve signed net load,real_2021_2025,source_value,563180da9b4fd16012c14ddb974e76ce1f06dfdd8ca13816a2ac529901b91176
QX-00009|110|BDZ-00150|#2,QX-00009,110,BDZ-00150,#2,50,30.54,2025-12-10 20:45:00,-1.85,2025-09-21 09:15:00,net_load_no_pv_resubtraction,operating_2025,393,SRC02:主变1,电网建模数据_Agent整合版_V1.2,select 2025 annual extrema; preserve signed net load,real_2021_2025,source_value,563180da9b4fd16012c14ddb974e76ce1f06dfdd8ca13816a2ac529901b91176
QX-00009|110|BDZ-00159|#1,QX-00009,110,BDZ-00159,#1,20,15.28,2025-07-03 21:10:00,-17.12,2025-03-26 12:40:00,net_load_no_pv_resubtraction,operating_2025,388,SRC02:主变1,电网建模数据_Agent整合版_V1.2,select 2025 annual extrema; preserve signed net load,real_2021_2025,source_value,563180da9b4fd16012c14ddb974e76ce1f06dfdd8ca13816a2ac529901b91176
QX-00009|110|BDZ-00159|#2,QX-00009,110,BDZ-00159,#2,20,15.54,2025-07-05 21:28:00,-10.62,2025-03-16 12:43:00,net_load_no_pv_resubtraction,operating_2025,387,SRC02:主变1,电网建模数据_Agent整合版_V1.2,select 2025 annual extrema; preserve signed net load,real_2021_2025,source_value,563180da9b4fd16012c14ddb974e76ce1f06dfdd8ca13816a2ac529901b91176
QX-00009|110|BDZ-00176|#1,QX-00009,110,BDZ-00176,#1,63,34.34,2025-12-08 17:50:00,-11.51,2025-05-06 12:55:00,net_load_no_pv_resubtraction,operating_2025,386,SRC02:主变1,电网建模数据_Agent整合版_V1.2,select 2025 annual extrema; preserve signed net load,real_2021_2025,source_value,563180da9b4fd16012c14ddb974e76ce1f06dfdd8ca13816a2ac529901b91176
QX-00009|110|BDZ-00176|#2,QX-00009,110,BDZ-00176,#2,50,33.92,2025-08-21 20:10:00,-22.91,2025-04-30 12:35:00,net_load_no_pv_resubtraction,operating_2025,385,SRC02:主变1,电网建模数据_Agent整合版_V1.2,select 2025 annual extrema; preserve signed net load,real_2021_2025,source_value,563180da9b4fd16012c14ddb974e76ce1f06dfdd8ca13816a2ac529901b91176
QX-00009|110|BDZ-00178|#1,QX-00009,110,BDZ-00178,#1,50,21.4,2025-07-08 22:15:00,-5.2,2025-09-21 10:30:00,net_load_no_pv_resubtraction,operating_2025,400,SRC02:主变1,电网建模数据_Agent整合版_V1.2,select 2025 annual extrema; preserve signed net load,real_2021_2025,source_value,563180da9b4fd16012c14ddb974e76ce1f06dfdd8ca13816a2ac529901b91176
QX-00009|110|BDZ-00178|#2,QX-00009,110,BDZ-00178,#2,50,30.9,2025-07-05 21:45:00,-12.2,2025-04-12 13:15:00,net_load_no_pv_resubtraction,operating_2025,399,SRC02:主变1,电网建模数据_Agent整合版_V1.2,select 2025 annual extrema; preserve signed net load,real_2021_2025,source_value,563180da9b4fd16012c14ddb974e76ce1f06dfdd8ca13816a2ac529901b91176
QX-00009|110|BDZ-00180|#1,QX-00009,110,BDZ-00180,#1,20,16.83,2025-07-03 21:29:00,-14.1,2025-03-18 12:47:00,net_load_no_pv_resubtraction,operating_2025,378,SRC02:主变1,电网建模数据_Agent整合版_V1.2,select 2025 annual extrema; preserve signed net load,real_2021_2025,source_value,563180da9b4fd16012c14ddb974e76ce1f06dfdd8ca13816a2ac529901b91176
QX-00009|110|BDZ-00180|#2,QX-00009,110,BDZ-00180,#2,20,15.95,2025-07-04 21:06:00,-15.25,2025-04-12 12:18:00,net_load_no_pv_resubtraction,operating_2025,377,SRC02:主变1,电网建模数据_Agent整合版_V1.2,select 2025 annual extrema; preserve signed net load,real_2021_2025,source_value,563180da9b4fd16012c14ddb974e76ce1f06dfdd8ca13816a2ac529901b91176
QX-00010|35|BDZ-00245|#1,QX-00010,35,BDZ-00245,#1,16,8.71,2025-12-20 07:40:00,-9.03,2025-04-08 12:50:00,net_load_no_pv_resubtraction,operating_2025,460,SRC02:主变1,电网建模数据_Agent整合版_V1.2,select 2025 annual extrema; preserve signed net load,real_2021_2025,source_value,563180da9b4fd16012c14ddb974e76ce1f06dfdd8ca13816a2ac529901b91176
QX-00010|35|BDZ-00245|#2,QX-00010,35,BDZ-00245,#2,20,17.25,2025-12-23 07:40:00,-11.94,2025-09-10 14:10:00,net_load_no_pv_resubtraction,operating_2025,459,SRC02:主变1,电网建模数据_Agent整合版_V1.2,select 2025 annual extrema; preserve signed net load,real_2021_2025,source_value,563180da9b4fd16012c14ddb974e76ce1f06dfdd8ca13816a2ac529901b91176
QX-00010|35|BDZ-00260|#1,QX-00010,35,BDZ-00260,#1,20,11.5,2025-07-06 20:30:00,-16.4,2025-05-06 12:15:00,net_load_no_pv_resubtraction,operating_2025,450,SRC02:主变1,电网建模数据_Agent整合版_V1.2,select 2025 annual extrema; preserve signed net load,real_2021_2025,source_value,563180da9b4fd16012c14ddb974e76ce1f06dfdd8ca13816a2ac529901b91176
QX-00010|35|BDZ-00260|#2,QX-00010,35,BDZ-00260,#2,16,12.7,2025-07-05 22:10:00,-17.7,2025-04-12 12:30:00,net_load_no_pv_resubtraction,operating_2025,449,SRC02:主变1,电网建模数据_Agent整合版_V1.2,select 2025 annual extrema; preserve signed net load,real_2021_2025,source_value,563180da9b4fd16012c14ddb974e76ce1f06dfdd8ca13816a2ac529901b91176
QX-00010|35|BDZ-00295|#1,QX-00010,35,BDZ-00295,#1,10,6.54,2025-01-28 20:40:00,-9.94,2025-03-13 13:25:00,net_load_no_pv_resubtraction,operating_2025,457,SRC02:主变1,电网建模数据_Agent整合版_V1.2,select 2025 annual extrema; preserve signed net load,real_2021_2025,source_value,563180da9b4fd16012c14ddb974e76ce1f06dfdd8ca13816a2ac529901b91176
QX-00010|35|BDZ-00295|#2,QX-00010,35,BDZ-00295,#2,20,10.73,2025-07-05 20:30:00,-16.23,2025-05-18 12:25:00,net_load_no_pv_resubtraction,operating_2025,458,SRC02:主变1,电网建模数据_Agent整合版_V1.2,select 2025 annual extrema; preserve signed net load,real_2021_2025,source_value,563180da9b4fd16012c14ddb974e76ce1f06dfdd8ca13816a2ac529901b91176
QX-00010|35|BDZ-00304|#1,QX-00010,35,BDZ-00304,#1,5,0.74,2025-09-29 09:30:00,-0.437,2025-09-28 23:15:00,net_load_no_pv_resubtraction,operating_2025,456,SRC02:主变1,电网建模数据_Agent整合版_V1.2,select 2025 annual extrema; preserve signed net load,real_2021_2025,source_value,563180da9b4fd16012c14ddb974e76ce1f06dfdd8ca13816a2ac529901b91176
