year,region_id,voltage_kv,official_capacity_mva,official_positive_peak_mw,official_clr,source_row,source_ref,source_version,transformation,scenario_id,quality_flag,source_sha256,device_table_capacity_mva,device_table_transformer_count,operating_2025_capacity_mva,operating_2025_transformer_count,capacity_difference_mva,reconciliation_status
2024,QX-00009,35,270.3,91.511376,2.95,31,SRC08:Sheet1+SRC02+SRC03,电网建模数据_Agent整合版_V1.2,compare annual official total anchor with year-end device table; do not infer historical devices,real_2021_2025,historical_device_scope_not_closed,563180da9b4fd16012c14ddb974e76ce1f06dfdd8ca13816a2ac529901b91176,274.3,16,274.3,16,4,historical_device_scope_not_closed
2024,QX-00009,110,1907,738.347529,2.58,29,SRC08:Sheet1+SRC02+SRC03,电网建模数据_Agent整合版_V1.2,compare annual official total anchor with year-end device table; do not infer historical devices,real_2021_2025,historical_device_scope_not_closed,563180da9b4fd16012c14ddb974e76ce1f06dfdd8ca13816a2ac529901b91176,1977,42,1977,42,70,historical_device_scope_not_closed
2024,QX-00010,35,224,83.628967,2.68,26,SRC08:Sheet1+SRC02+SRC03,电网建模数据_Agent整合版_V1.2,compare annual official total anchor with year-end device table; do not infer historical devices,real_2021_2025,historical_device_scope_not_closed,563180da9b4fd16012c14ddb974e76ce1f06dfdd8ca13816a2ac529901b91176,192,12,192,12,-32,historical_device_scope_not_closed
2024,QX-00010,110,2063.5,677.526871,3.05,24,SRC08:Sheet1+SRC02+SRC03,电网建模数据_Agent整合版_V1.2,compare annual official total anchor with year-end device table; do not infer historical devices,real_2021_2025,historical_device_scope_not_closed,563180da9b4fd16012c14ddb974e76ce1f06dfdd8ca13816a2ac529901b91176,1992.5,40,1992.5,40,-71,historical_device_scope_not_closed
2025,QX-00001,35,276.5,119.49,2.31,36,SRC08:Sheet1+SRC02+SRC03,电网建模数据_Agent整合版_V1.2,compare annual official total anchor with year-end device table; do not infer historical devices,real_2021_2025,scope_difference_documented,563180da9b4fd16012c14ddb974e76ce1f06dfdd8ca13816a2ac529901b91176,276.5,16,276.5,16,0,scope_difference_documented
2025,QX-00001,110,1425,544.55,2.62,34,SRC08:Sheet1+SRC02+SRC03,电网建模数据_Agent整合版_V1.2,compare annual official total anchor with year-end device table; do not infer historical devices,real_2021_2025,scope_difference_documented,563180da9b4fd16012c14ddb974e76ce1f06dfdd8ca13816a2ac529901b91176,1425,30,1425,30,0,scope_difference_documented
2025,QX-00003,35,302,124.78,2.42,16,SRC08:Sheet1+SRC02+SRC03,电网建模数据_Agent整合版_V1.2,compare annual official total anchor with year-end device table; do not infer historical devices,real_2021_2025,scope_difference_documented,563180da9b4fd16012c14ddb974e76ce1f06dfdd8ca13816a2ac529901b91176,302,20,302,20,0,scope_difference_documented
2025,QX-00003,110,966.5,313.03,3.09,14,SRC08:Sheet1+SRC02+SRC03,电网建模数据_Agent整合版_V1.2,compare annual official total anchor with year-end device table; do not infer historical devices,real_2021_2025,must_reconcile,563180da9b4fd16012c14ddb974e76ce1f06dfdd8ca13816a2ac529901b91176,985,20,985,20,18.5,must_reconcile
2025,QX-00004,35,250,106.61,2.34,41,SRC08:Sheet1+SRC02+SRC03,电网建模数据_Agent整合版_V1.2,compare annual official total anchor with year-end device table; do not infer historical devices,real_2021_2025,scope_difference_documented,563180da9b4fd16012c14ddb974e76ce1f06dfdd8ca13816a2ac529901b91176,250,18,250,18,0,scope_difference_documented
2025,QX-00004,110,2094,634.28,3.3,39,SRC08:Sheet1+SRC02+SRC03,电网建模数据_Agent整合版_V1.2,compare annual official total anchor with year-end device table; do not infer historical devices,real_2021_2025,must_reconcile,563180da9b4fd16012c14ddb974e76ce1f06dfdd8ca13816a2ac529901b91176,2107,40,2107,40,13,must_reconcile
2025,QX-00005,35,275,147.65,1.86,21,SRC08:Sheet1+SRC02+SRC03,电网建模数据_Agent整合版_V1.2,compare annual official total anchor with year-end device table; do not infer historical devices,real_2021_2025,scope_difference_documented,563180da9b4fd16012c14ddb974e76ce1f06dfdd8ca13816a2ac529901b91176,275,16,275,16,0,scope_difference_documented
2025,QX-00005,110,2139.5,956.45,2.24,19,SRC08:Sheet1+SRC02+SRC03,电网建模数据_Agent整合版_V1.2,compare annual official total anchor with year-end device table; do not infer historical devices,real_2021_2025,must_reconcile,563180da9b4fd16012c14ddb974e76ce1f06dfdd8ca13816a2ac529901b91176,2239.5,42,2239.5,42,100,must_reconcile
2025,QX-00007,35,36,14.68,2.45,11,SRC08:Sheet1+SRC02+SRC03,电网建模数据_Agent整合版_V1.2,compare annual official total anchor with year-end device table; do not infer historical devices,real_2021_2025,scope_difference_documented,563180da9b4fd16012c14ddb974e76ce1f06dfdd8ca13816a2ac529901b91176,36,2,36,2,0,scope_difference_documented
2025,QX-00007,110,3701,1528.82,2.42,9,SRC08:Sheet1+SRC02+SRC03,电网建模数据_Agent整合版_V1.2,compare annual official total anchor with year-end device table; do not infer historical devices,real_2021_2025,must_reconcile,563180da9b4fd16012c14ddb974e76ce1f06dfdd8ca13816a2ac529901b91176,3714,61,3714,61,13,must_reconcile
