time,P,G_i,T2m,WS10m
20190402:1830,0.0,,9.86,1.31
20190402:1930,0.0,,10.48,0.76
20190402:2030,0.0,,10.28,0.83
20190402:2130,0.0,,10.62,0.69
20190402:2230,19.44,,11.0,0.34
20190402:2330,92.25,,11.1,0.41
20190403:0030,232.91,,12.71,0.55
20190403:0130,419.09,,13.97,0.55
20190403:0230,482.02,,15.17,0.9
20190403:0330,568.72,,15.99,1.45
20190403:0430,614.76,,16.61,1.93
20190403:0530,554.04,,16.97,2.28
20190403:0630,581.47,,16.9,2.55
20190403:0730,430.73,,17.02,2.62
20190403:0830,222.5,,16.61,2.62
20190403:0930,43.63,,15.77,2.62
20190403:1030,0.0,,14.48,2.41
20190403:1130,0.0,,13.14,2.48
20190403:1230,0.0,,12.24,2.41
20190403:1330,0.0,,11.66,2.41
20190403:1430,0.0,,11.18,2.41
20190403:1530,0.0,,10.79,2.34
20190403:1630,0.0,,10.5,2.28
20190403:1730,0.0,,10.28,2.28
20190403:1830,0.0,,10.2,2.28
20190403:1930,0.0,,10.13,2.21
20190403:2030,0.0,,9.94,2.28
20190403:2130,0.0,,9.91,2.48
20190403:2230,25.2,,10.28,2.62
20190403:2330,53.69,,11.19,2.69
20190404:0030,74.66,,12.01,3.17
20190404:0130,75.56,,12.5,3.52
20190404:0230,112.2,,12.73,3.72
20190404:0330,88.22,,12.85,4.07
20190404:0430,89.49,,12.5,3.79
20190404:0530,123.6,,12.37,3.79
20190404:0630,184.8,,12.42,3.86
20190404:0730,108.81,,12.88,3.93
20190404:0830,42.41,,12.64,3.72
20190404:0930,6.98,,12.38,3.17
20190404:1030,0.0,,11.78,2.97
20190404:1130,0.0,,11.53,2.69
20190404:1230,0.0,,11.53,2.41
20190404:1330,0.0,,11.48,2.07
20190404:1430,0.0,,11.61,1.59
20190404:1530,0.0,,11.59,1.66
20190404:1630,0.0,,11.62,1.79
20190404:1730,0.0,,11.63,1.86
20190404:1830,0.0,,11.37,1.93
20190404:1930,0.0,,10.96,2.0
20190404:2030,0.0,,10.62,2.0
20190404:2130,0.0,,10.32,2.07
20190404:2230,45.61,,10.0,2.14
20190404:2330,241.01,,11.2,1.79
20190405:0030,449.81,,13.76,2.0
20190405:0130,619.79,,15.92,2.62
20190405:0230,729.75,,17.68,2.83
20190405:0330,773.52,,19.19,2.83
20190405:0430,766.09,,20.3,2.83
20190405:0530,648.32,,21.08,2.69
20190405:0630,582.9,,21.36,2.21
20190405:0730,400.29,,21.92,1.72
20190405:0830,221.37,,21.79,1.72
20190405:0930,45.18,,21.36,0.83
20190405:1030,0.0,,20.63,0.21
20190405:1130,0.0,,17.95,1.03
20190405:1230,0.0,,15.05,1.86
20190405:1330,0.0,,13.99,2.34
20190405:1430,0.0,,13.45,2.28
20190405:1530,0.0,,13.1,2.34
20190405:1630,0.0,,12.88,2.41
20190405:1730,0.0,,12.8,2.48
20190405:1830,0.0,,12.65,2.48
20190405:1930,0.0,,12.55,2.48
20190405:2030,0.0,,12.42,2.55
20190405:2130,0.0,,12.28,2.62
20190405:2230,48.11,,12.17,2.55
20190405:2330,244.67,,13.51,2.07
20190406:0030,449.9,,16.34,2.34
20190406:0130,610.46,,18.75,2.62
20190406:0230,715.06,,20.64,2.9
20190406:0330,772.79,,21.98,3.1
20190406:0430,768.28,,22.9,3.24
20190406:0530,706.4,,23.54,3.24
20190406:0630,600.11,,23.94,3.17
20190406:0730,431.71,,24.19,2.83
20190406:0830,233.47,,24.1,2.48
20190406:0930,45.09,,23.38,1.86
20190406:1030,0.0,,21.38,2.41
20190406:1130,0.0,,19.07,2.76
20190406:1230,0.0,,17.7,2.83
20190406:1330,0.0,,16.92,2.76
20190406:1430,0.0,,16.48,2.83
20190406:1530,0.0,,16.32,2.83
20190406:1630,0.0,,16.09,2.83
20190406:1730,0.0,,15.83,2.83
20190406:1830,0.0,,15.51,2.69
20190406:1930,0.0,,15.35,2.41
20190406:2030,0.0,,14.91,2.41
20190406:2130,0.0,,14.35,2.48
20190406:2230,50.32,,13.86,2.48
20190406:2330,251.63,,15.0,2.0
20190407:0030,455.82,,18.09,2.14
20190407:0130,610.39,,20.9,2.14
20190407:0230,708.56,,23.24,2.07
20190407:0330,754.5,,25.01,2.14
20190407:0430,751.71,,26.17,2.34
20190407:0530,695.14,,26.9,2.34
20190407:0630,567.75,,27.3,2.34
20190407:0730,407.91,,27.62,2.07
20190407:0830,225.18,,27.32,1.17
20190407:0930,41.77,,26.28,0.48
20190407:1030,0.0,,24.94,1.03
20190407:1130,0.0,,22.0,1.52
20190407:1230,0.0,,20.16,1.66
20190407:1330,0.0,,19.04,1.66
20190407:1430,0.0,,17.91,2.21
20190407:1530,0.0,,17.07,2.41
20190407:1630,0.0,,16.45,2.28
20190407:1730,0.0,,16.16,2.48
20190407:1830,0.0,,15.69,2.69
20190407:1930,0.0,,14.98,2.9
20190407:2030,0.0,,14.67,2.83
20190407:2130,0.0,,14.34,2.9
20190407:2230,48.45,,14.01,3.1
20190407:2330,234.03,,14.76,3.03
20190408:0030,438.84,,16.32,3.17
20190408:0130,606.33,,18.17,3.03
20190408:0230,705.41,,19.84,3.03
20190408:0330,720.97,,21.21,2.97
20190408:0430,753.08,,22.29,3.03
20190408:0530,700.16,,23.32,3.24
20190408:0630,602.02,,23.88,3.52
20190408:0730,420.17,,24.72,3.66
20190408:0830,228.15,,23.74,3.79
20190408:0930,44.2,,22.42,3.72
20190408:1030,0.0,,20.78,3.93
20190408:1130,0.0,,19.48,4.0
20190408:1230,0.0,,19.01,4.07
20190408:1330,0.0,,18.93,4.07
20190408:1430,0.0,,18.98,4.0
20190408:1530,0.0,,18.96,3.86
20190408:1630,0.0,,18.91,3.79
20190408:1730,0.0,,18.8,3.52
20190408:1830,0.0,,18.75,3.24
20190408:1930,0.0,,19.07,2.9
20190408:2030,0.0,,18.97,2.97
20190408:2130,0.0,,18.87,3.1
20190408:2230,44.32,,19.0,3.1
20190408:2330,208.55,,20.15,3.03
20190409:0030,409.53,,22.05,3.38
20190409:0130,553.54,,24.05,3.72
20190409:0230,574.39,,25.89,4.07
20190409:0330,659.39,,27.4,4.48
20190409:0430,623.51,,28.99,4.9
20190409:0530,565.83,,29.94,5.45
20190409:0630,255.49,,30.37,5.93
20190409:0730,158.04,,24.86,5.24
20190409:0830,51.4,,23.4,4.62
20190409:0930,8.79,,22.08,5.72
20190409:1030,0.0,,20.34,6.55
20190409:1130,0.0,,18.48,6.9
20190409:1230,0.0,,16.56,7.45
20190409:1330,0.0,,14.92,7.38
20190409:1430,0.0,,13.7,6.97
20190409:1530,0.0,,12.92,7.03
20190409:1630,0.0,,12.43,7.03
20190409:1730,0.0,,12.03,6.9
20190409:1830,0.0,,11.77,6.62
20190409:1930,0.0,,10.68,6.55
20190409:2030,0.0,,10.64,6.14
20190409:2130,0.0,,10.69,5.93
20190409:2230,15.59,,10.6,5.93
20190409:2330,67.87,,10.7,5.79
20190410:0030,126.8,,11.0,5.59
20190410:0130,231.16,,11.34,5.1
20190410:0230,321.04,,11.99,4.76
20190410:0330,396.56,,12.73,4.55
20190410:0430,411.6,,13.46,4.41
20190410:0530,340.28,,13.99,4.28
20190410:0630,231.82,,14.16,4.21
20190410:0730,149.4,,13.5,3.59
20190410:0830,51.1,,13.36,3.52
20190410:0930,12.39,,13.09,3.31
20190410:1030,0.0,,12.8,2.83
20190410:1130,0.0,,12.55,2.9
20190410:1230,0.0,,12.31,2.83
20190410:1330,0.0,,11.99,2.9
20190410:1430,0.0,,11.54,2.97
20190410:1530,0.0,,11.17,2.97
20190410:1630,0.0,,10.9,2.28
20190410:1730,0.0,,10.44,2.28
20190410:1830,0.0,,10.3,2.41
20190410:1930,0.0,,9.92,2.48
20190410:2030,0.0,,9.85,2.21
20190410:2130,0.0,,9.89,2.0
20190410:2230,7.6,,9.88,2.0
20190410:2330,22.42,,9.91,2.14
20190411:0030,106.32,,10.2,2.21
20190411:0130,269.93,,11.02,2.48
20190411:0230,388.69,,12.0,2.48
20190411:0330,275.06,,12.92,2.21
20190411:0430,244.51,,13.14,1.93
20190411:0530,250.97,,13.34,1.59
20190411:0630,185.35,,13.64,1.24
20190411:0730,157.4,,13.19,1.31
20190411:0830,100.25,,13.39,1.31
20190411:0930,22.55,,13.41,1.03
20190411:1030,0.0,,13.21,0.34
20190411:1130,0.0,,12.69,0.62
20190411:1230,0.0,,12.26,1.17
20190411:1330,0.0,,11.71,1.17
20190411:1430,0.0,,11.25,1.1
20190411:1530,0.0,,11.19,0.83
20190411:1630,0.0,,10.83,0.83
20190411:1730,0.0,,10.38,0.9
20190411:1830,0.0,,9.4,1.17
20190411:1930,0.0,,7.73,1.52
20190411:2030,0.0,,7.4,1.45
20190411:2130,0.0,,7.22,1.24
20190411:2230,56.08,,7.05,1.03
20190411:2330,243.75,,9.25,0.55
20190412:0030,454.65,,12.43,0.55
20190412:0130,617.77,,14.41,0.83
20190412:0230,722.62,,15.67,0.9
20190412:0330,728.83,,16.79,1.66
20190412:0430,719.14,,17.38,2.14
20190412:0530,688.81,,17.71,2.69
20190412:0630,533.88,,17.73,3.31
20190412:0730,396.79,,17.44,3.38
20190412:0830,208.13,,16.61,4.07
20190412:0930,46.8,,15.45,4.07
20190412:1030,0.0,,13.92,4.14
20190412:1130,0.0,,12.74,4.21
20190412:1230,0.0,,12.09,4.34
20190412:1330,0.0,,11.77,4.41
20190412:1430,0.0,,11.57,4.21
20190412:1530,0.0,,11.35,4.0
20190412:1630,0.0,,11.15,3.93
20190412:1730,0.0,,11.03,3.86
20190412:1830,0.0,,10.92,3.79
20190412:1930,0.0,,11.03,3.59
20190412:2030,0.0,,10.99,3.45
20190412:2130,0.0,,10.86,3.31
20190412:2230,55.79,,10.98,3.38
20190412:2330,220.96,,12.19,3.17
20190413:0030,416.37,,13.71,3.86
20190413:0130,500.76,,15.06,3.93
20190413:0230,644.52,,16.12,3.66
20190413:0330,695.15,,17.36,2.76
20190413:0430,703.7,,18.45,2.69
20190413:0530,623.53,,19.14,2.69
20190413:0630,447.01,,19.48,2.55
20190413:0730,368.14,,19.5,2.76
20190413:0830,189.3,,19.16,3.1
20190413:0930,31.08,,18.22,3.17
20190413:1030,0.0,,16.86,3.24
20190413:1130,0.0,,15.86,3.03
20190413:1230,0.0,,15.34,2.69
20190413:1330,0.0,,15.13,2.55
20190413:1430,0.0,,15.05,2.55
20190413:1530,0.0,,14.68,2.14
20190413:1630,0.0,,14.49,1.86
20190413:1730,0.0,,14.15,1.66
20190413:1830,0.0,,13.58,1.03
20190413:1930,0.0,,13.41,0.62
20190413:2030,0.0,,12.82,1.1
20190413:2130,0.0,,13.36,1.38
20190413:2230,12.84,,13.64,1.17
20190413:2330,66.26,,14.27,1.17
20190414:0030,95.54,,15.43,1.52
20190414:0130,301.97,,16.16,1.86
20190414:0230,353.74,,17.92,2.62
20190414:0330,375.09,,18.96,3.45
20190414:0430,470.75,,19.43,4.0
20190414:0530,428.5,,19.92,4.28
20190414:0630,278.98,,20.09,4.28
20190414:0730,213.05,,19.21,4.21
20190414:0830,123.82,,18.62,3.93
20190414:0930,34.72,,17.83,3.79
20190414:1030,0.0,,16.64,3.86
20190414:1130,0.0,,15.32,3.59
20190414:1230,0.0,,14.03,3.17
20190414:1330,0.0,,12.92,2.9
20190414:1430,0.0,,11.96,2.62
20190414:1530,0.0,,11.19,2.41
20190414:1630,0.0,,10.55,2.28
20190414:1730,0.0,,9.95,2.21
20190414:1830,0.0,,9.5,2.28
20190414:1930,0.0,,9.4,2.0
20190414:2030,0.0,,9.02,1.93
20190414:2130,0.0,,8.95,1.86
20190414:2230,56.18,,9.01,1.59
20190414:2330,228.85,,10.17,1.72
20190415:0030,469.2,,11.84,1.66
20190415:0130,645.94,,13.76,2.07
20190415:0230,737.79,,15.3,2.83
20190415:0330,823.89,,16.29,3.31
20190415:0430,821.21,,17.07,3.52
20190415:0530,764.08,,17.48,3.66
20190415:0630,649.95,,17.54,3.93
20190415:0730,473.72,,17.79,3.86
20190415:0830,236.97,,16.96,4.21
20190415:0930,53.71,,15.65,4.0
20190415:1030,0.0,,14.07,3.93
20190415:1130,0.0,,12.92,4.0
20190415:1230,0.0,,12.47,4.34
20190415:1330,0.0,,12.41,4.34
20190415:1430,0.0,,12.32,4.34
20190415:1530,0.0,,12.32,4.28
20190415:1630,0.0,,12.39,4.14
20190415:1730,0.0,,12.4,4.07
20190415:1830,0.0,,12.4,3.86
20190415:1930,0.0,,12.59,4.07
20190415:2030,0.0,,12.43,3.86
20190415:2130,0.0,,12.4,3.59
20190415:2230,25.64,,12.41,3.17
20190415:2330,44.93,,12.93,2.97
20190416:0030,66.66,,13.36,2.83
20190416:0130,85.27,,13.82,2.69
20190416:0230,118.15,,13.98,2.83
20190416:0330,105.18,,13.79,2.76
20190416:0430,107.78,,13.62,2.48
20190416:0530,210.06,,13.61,2.28
20190416:0630,451.05,,14.05,2.48
20190416:0730,390.92,,16.65,2.14
20190416:0830,196.75,,17.04,2.34
20190416:0930,41.62,,16.59,2.48
20190416:1030,0.0,,15.67,2.0
20190416:1130,0.0,,14.43,2.21
20190416:1230,0.0,,13.69,2.41
20190416:1330,0.0,,13.42,2.41
20190416:1430,0.0,,13.12,2.28
20190416:1530,0.0,,13.14,2.14
20190416:1630,0.0,,12.86,2.21
20190416:1730,0.0,,12.82,2.0
20190416:1830,0.0,,12.57,2.0
20190416:1930,0.0,,12.33,1.79
20190416:2030,0.0,,12.03,1.72
20190416:2130,0.0,,11.52,1.59
20190416:2230,60.94,,11.12,1.31
20190416:2330,245.73,,13.72,0.76
20190417:0030,442.78,,16.23,0.55
20190417:0130,586.35,,18.39,0.28
20190417:0230,679.94,,20.25,0.34
20190417:0330,710.95,,21.63,0.48
20190417:0430,618.68,,22.77,0.14
20190417:0530,617.46,,23.24,0.21
20190417:0630,515.9,,23.61,0.62
20190417:0730,416.32,,23.48,1.79
20190417:0830,227.64,,22.76,2.76
20190417:0930,45.98,,21.29,3.38
20190417:1030,0.0,,19.1,3.45
20190417:1130,0.0,,17.16,3.66
20190417:1230,0.0,,16.21,3.79
20190417:1330,0.0,,15.75,3.93
20190417:1430,0.0,,15.55,3.93
20190417:1530,0.0,,15.4,3.79
20190417:1630,0.0,,15.27,3.59
20190417:1730,0.0,,15.12,3.31
20190417:1830,0.0,,14.88,3.17
20190417:1930,0.0,,14.8,3.1
20190417:2030,0.0,,14.63,2.97
20190417:2130,0.0,,14.43,2.76
20190417:2230,64.76,,14.32,2.55
20190417:2330,265.91,,15.82,2.21
20190418:0030,466.29,,18.26,2.41
20190418:0130,613.86,,20.63,2.48
20190418:0230,708.54,,22.66,2.62
20190418:0330,741.34,,24.3,2.62
20190418:0430,721.46,,25.57,2.55
20190418:0530,663.95,,26.45,2.34
20190418:0630,580.35,,26.94,2.28
20190418:0730,411.39,,27.04,2.28
20190418:0830,210.75,,26.29,2.48
20190418:0930,51.36,,24.66,2.9
20190418:1030,0.0,,22.32,3.1
20190418:1130,0.0,,20.36,3.24
20190418:1230,0.0,,19.32,3.24
20190418:1330,0.0,,18.65,3.1
20190418:1430,0.0,,18.18,2.97
20190418:1530,0.0,,17.82,2.83
20190418:1630,0.0,,17.49,2.62
20190418:1730,0.0,,17.19,2.41
20190418:1830,0.0,,16.8,2.34
20190418:1930,0.0,,16.9,2.0
20190418:2030,0.0,,16.66,1.86
20190418:2130,0.0,,16.38,1.93
20190418:2230,63.25,,16.27,1.86
20190418:2330,214.8,,17.36,1.79
20190419:0030,424.39,,19.24,2.0
20190419:0130,581.88,,21.08,2.07
20190419:0230,675.06,,22.73,2.14
20190419:0330,702.4,,24.01,2.28
20190419:0430,713.1,,24.84,2.48
20190419:0530,687.22,,25.28,3.1
20190419:0630,579.59,,25.32,3.45
20190419:0730,409.52,,24.73,4.14
20190419:0830,207.48,,23.85,4.34
20190419:0930,44.4,,22.46,4.34
20190419:1030,0.0,,20.82,4.28
20190419:1130,0.0,,19.47,4.14
20190419:1230,0.0,,18.93,4.21
20190419:1330,0.0,,18.75,4.34
20190419:1430,0.0,,18.77,4.41
20190419:1530,0.0,,19.0,4.41
20190419:1630,0.0,,19.3,4.34
20190419:1730,0.0,,19.21,4.07
20190419:1830,0.0,,18.85,3.72
20190419:1930,0.0,,19.21,3.72
20190419:2030,0.0,,18.96,3.31
20190419:2130,0.54,,18.52,3.17
20190419:2230,41.13,,18.25,3.24
20190419:2330,108.27,,18.92,3.66
20190420:0030,184.87,,19.67,4.97
20190420:0130,208.99,,20.28,5.38
20190420:0230,204.02,,20.49,5.03
20190420:0330,359.68,,20.71,4.76
20190420:0430,388.68,,21.53,5.1
20190420:0530,321.98,,21.93,5.1
20190420:0630,265.6,,21.91,4.83
20190420:0730,269.01,,22.06,5.17
20190420:0830,130.54,,21.95,5.24
20190420:0930,35.0,,21.18,4.69
20190420:1030,0.0,,20.34,4.62
20190420:1130,0.0,,19.63,4.41
20190420:1230,0.0,,19.27,4.28
20190420:1330,0.0,,19.17,4.14
20190420:1430,0.0,,18.98,3.93
20190420:1530,0.0,,18.97,3.66
20190420:1630,0.0,,18.77,3.38
20190420:1730,0.0,,18.72,3.1
20190420:1830,0.0,,18.69,2.97
20190420:1930,0.0,,18.35,2.69
20190420:2030,0.0,,18.11,2.83
20190420:2130,0.79,,18.02,2.9
20190420:2230,51.9,,18.1,2.76
20190420:2330,194.83,,19.13,3.38
20190421:0030,330.36,,20.79,3.17
20190421:0130,473.75,,22.43,2.9
20190421:0230,570.59,,23.79,2.76
20190421:0330,477.16,,25.03,2.62
20190421:0430,490.78,,25.42,2.55
20190421:0530,486.12,,25.7,2.83
20190421:0630,332.98,,25.09,3.24
20190421:0730,229.99,,24.21,3.1
20190421:0830,80.41,,23.42,3.1
20190421:0930,24.44,,22.19,3.38
20190421:1030,0.0,,20.84,3.72
20190421:1130,0.0,,19.68,3.66
20190421:1230,0.0,,19.17,3.52
20190421:1330,0.0,,18.86,3.52
20190421:1430,0.0,,18.63,3.17
20190421:1530,0.0,,18.46,3.38
20190421:1630,0.0,,18.32,3.24
20190421:1730,0.0,,18.22,3.31
20190421:1830,0.0,,18.21,3.1
20190421:1930,0.0,,18.3,2.48
20190421:2030,0.0,,18.29,2.62
20190421:2130,0.0,,18.27,2.21
20190421:2230,8.82,,18.33,1.86
20190421:2330,29.52,,18.62,1.86
20190422:0030,125.77,,19.14,1.45
20190422:0130,209.4,,20.13,1.24
20190422:0230,246.72,,21.12,1.03
20190422:0330,264.0,,21.99,1.03
20190422:0430,239.45,,22.66,1.38
20190422:0530,244.41,,23.06,1.66
20190422:0630,173.37,,23.35,2.0
20190422:0730,138.87,,22.13,2.34
20190422:0830,50.67,,21.92,2.21
20190422:0930,18.59,,21.12,2.34
20190422:1030,0.0,,20.22,2.21
20190422:1130,0.0,,19.59,1.79
20190422:1230,0.0,,19.25,1.66
20190422:1330,0.0,,19.07,1.59
20190422:1430,0.0,,18.93,1.24
20190422:1530,0.0,,18.79,1.1
20190422:1630,0.0,,18.59,1.1
20190422:1730,0.0,,18.6,0.9
20190422:1830,0.0,,18.42,0.69
20190422:1930,0.0,,18.58,0.55
20190422:2030,0.0,,18.65,0.28
20190422:2130,0.0,,18.85,0.97
20190422:2230,16.72,,18.96,1.1
20190422:2330,54.6,,19.63,1.93
20190423:0030,77.59,,20.55,2.21
20190423:0130,108.45,,21.33,2.34
20190423:0230,166.24,,22.19,2.41
20190423:0330,195.62,,23.07,2.55
20190423:0430,343.38,,23.66,2.41
20190423:0530,347.24,,24.8,2.62
20190423:0630,278.15,,25.39,2.83
20190423:0730,218.35,,25.06,2.41
20190423:0830,129.33,,25.06,2.28
20190423:0930,31.39,,24.83,2.0
20190423:1030,0.0,,24.07,1.24
20190423:1130,0.0,,23.18,1.24
20190423:1230,0.0,,22.52,1.24
20190423:1330,0.0,,22.09,1.24
20190423:1430,0.0,,21.77,1.31
20190423:1530,0.0,,21.39,1.52
20190423:1630,0.0,,21.17,1.24
20190423:1730,0.0,,20.92,0.48
20190423:1830,0.0,,20.44,0.62
20190423:1930,0.0,,20.23,1.1
20190423:2030,0.0,,19.82,0.62
20190423:2130,0.0,,19.72,0.62
20190423:2230,32.09,,19.41,0.76
20190423:2330,62.97,,20.69,0.55
20190424:0030,85.47,,21.42,0.48
20190424:0130,141.83,,22.0,0.41
20190424:0230,146.86,,22.69,0.48
20190424:0330,154.34,,23.19,0.41
20190424:0430,195.26,,23.5,0.9
20190424:0530,165.16,,23.63,1.17
20190424:0630,272.43,,23.33,1.38
20190424:0730,156.33,,24.25,0.28
20190424:0830,90.03,,23.89,0.07
20190424:0930,21.35,,23.46,0.28
20190424:1030,0.0,,22.82,1.31
20190424:1130,0.0,,21.61,1.79
20190424:1230,0.0,,20.73,1.52
20190424:1330,0.0,,19.95,2.0
20190424:1430,0.0,,19.21,2.14
20190424:1530,0.0,,18.82,2.14
20190424:1630,0.0,,18.45,1.93
20190424:1730,0.0,,18.2,2.0
20190424:1830,0.0,,17.84,2.07
20190424:1930,0.0,,17.47,2.48
20190424:2030,0.0,,17.32,2.48
20190424:2130,0.0,,17.14,2.41
20190424:2230,20.09,,17.15,2.55
20190424:2330,61.49,,17.41,2.9
20190425:0030,146.41,,17.95,3.31
20190425:0130,204.25,,18.94,2.9
20190425:0230,316.88,,20.11,2.07
20190425:0330,304.85,,21.54,1.17
20190425:0430,329.06,,22.67,0.14
20190425:0530,397.81,,23.8,1.1
20190425:0630,269.04,,24.72,1.79
20190425:0730,220.23,,24.25,2.0
20190425:0830,103.3,,24.23,1.59
20190425:0930,35.01,,23.54,1.31
20190425:1030,0.0,,22.66,1.38
20190425:1130,0.0,,21.56,1.31
20190425:1230,0.0,,20.56,1.86
20190425:1330,0.0,,19.59,2.97
20190425:1430,0.0,,18.23,3.72
20190425:1530,0.0,,16.89,3.79
20190425:1630,0.0,,16.08,3.66
20190425:1730,0.0,,15.62,3.38
20190425:1830,0.0,,15.38,3.17
20190425:1930,0.0,,15.05,3.03
20190425:2030,0.0,,14.89,2.83
20190425:2130,0.0,,14.75,2.69
20190425:2230,29.85,,14.65,2.28
20190425:2330,94.72,,14.8,1.86
20190426:0030,214.75,,15.23,1.52
20190426:0130,175.8,,16.14,1.52
20190426:0230,205.99,,16.55,2.14
20190426:0330,285.23,,16.79,2.76
20190426:0430,237.49,,17.15,3.31
20190426:0530,174.97,,17.05,3.93
20190426:0630,103.68,,16.57,4.21
20190426:0730,71.46,,15.25,5.03
20190426:0830,42.31,,14.3,5.31
20190426:0930,11.06,,13.55,4.83
20190426:1030,0.0,,13.06,3.52
20190426:1130,0.0,,12.92,2.97
20190426:1230,0.0,,12.88,2.9
20190426:1330,0.0,,12.8,3.1
20190426:1430,0.0,,12.65,2.83
20190426:1530,0.0,,12.07,2.69
20190426:1630,0.0,,11.62,2.55
20190426:1730,0.0,,11.36,2.48
20190426:1830,0.0,,11.06,2.41
20190426:1930,0.0,,11.57,2.83
20190426:2030,0.0,,11.64,2.83
20190426:2130,2.92,,11.74,2.83
20190426:2230,63.45,,11.78,2.76
20190426:2330,242.07,,12.41,3.03
20190427:0030,424.24,,13.64,3.93
20190427:0130,538.38,,14.81,4.21
20190427:0230,708.09,,15.82,4.34
20190427:0330,675.02,,16.78,4.62
20190427:0430,690.11,,17.07,4.97
20190427:0530,596.92,,17.27,5.1
20190427:0630,505.54,,17.09,5.24
20190427:0730,321.75,,17.02,5.1
20190427:0830,204.43,,16.28,5.59
20190427:0930,47.05,,15.77,5.59
20190427:1030,0.0,,15.19,4.97
20190427:1130,0.0,,14.63,4.97
20190427:1230,0.0,,14.48,5.17
20190427:1330,0.0,,14.4,5.17
20190427:1430,0.0,,14.42,5.38
20190427:1530,0.0,,14.62,5.52
20190427:1630,0.0,,14.98,5.52
20190427:1730,0.0,,15.02,4.83
20190427:1830,0.0,,14.85,4.34
20190427:1930,0.0,,14.43,3.45
20190427:2030,0.0,,14.53,3.03
20190427:2130,0.0,,14.65,2.83
20190427:2230,9.66,,14.8,2.48
20190427:2330,34.18,,15.11,2.21
20190428:0030,128.2,,15.54,2.0
20190428:0130,205.66,,16.57,2.0
20190428:0230,263.0,,17.5,1.66
20190428:0330,509.35,,18.37,1.38
20190428:0430,409.71,,20.27,0.76
20190428:0530,324.43,,21.08,0.48
20190428:0630,358.61,,21.59,0.48
20190428:0730,244.77,,20.67,2.07
20190428:0830,116.45,,20.68,2.34
20190428:0930,22.93,,20.1,2.41
20190428:1030,0.0,,19.28,2.28
20190428:1130,0.0,,18.51,2.07
20190428:1230,0.0,,17.97,1.79
20190428:1330,0.0,,17.73,1.59
20190428:1430,0.0,,17.47,1.45
20190428:1530,0.0,,17.32,1.31
20190428:1630,0.0,,17.14,1.17
20190428:1730,0.0,,16.97,1.17
20190428:1830,0.0,,16.76,1.24
20190428:1930,0.0,,16.46,1.24
20190428:2030,0.0,,16.17,1.24
20190428:2130,2.81,,15.98,1.31
20190428:2230,44.72,,16.07,1.17
20190428:2330,106.45,,17.05,1.79
20190429:0030,159.37,,17.77,2.07
20190429:0130,277.92,,18.46,2.21
20190429:0230,282.78,,19.55,2.55
20190429:0330,290.51,,20.29,1.79
20190429:0430,161.29,,20.73,1.1
20190429:0530,93.88,,20.48,2.0
20190429:0630,12.12,,19.65,3.38
20190429:0730,14.76,,17.21,4.34
20190429:0830,11.02,,16.44,4.07
20190429:0930,2.0,,16.15,3.1
20190429:1030,0.0,,15.91,2.41
20190429:1130,0.0,,15.78,1.86
20190429:1230,0.0,,15.8,1.72
20190429:1330,0.0,,15.71,1.86
20190429:1430,0.0,,15.6,2.07
20190429:1530,0.0,,15.46,2.14
20190429:1630,0.0,,15.3,2.14
20190429:1730,0.0,,15.13,2.28
20190429:1830,0.0,,14.84,2.48
20190429:1930,0.0,,14.4,2.55
20190429:2030,0.0,,14.26,2.41
20190429:2130,0.0,,14.16,2.34
20190429:2230,5.62,,14.15,2.14
20190429:2330,28.64,,14.25,2.14
20190430:0030,62.9,,14.55,2.21
20190430:0130,74.59,,15.07,2.07
20190430:0230,129.88,,15.43,1.86
20190430:0330,163.88,,16.07,1.66
20190430:0430,86.58,,16.67,1.59
20190430:0530,99.27,,16.74,1.52
20190430:0630,112.8,,17.01,1.72
20190430:0730,74.55,,17.04,2.28
20190430:0830,48.33,,17.03,2.21
20190430:0930,13.96,,17.05,1.86
20190430:1030,0.0,,16.92,1.45
20190430:1130,0.0,,16.61,1.24
20190430:1230,0.0,,16.3,1.31
20190430:1330,0.0,,15.69,1.52
20190430:1430,0.0,,15.27,1.59
20190430:1530,0.0,,15.03,1.59
20190430:1630,0.0,,14.78,1.59
20190430:1730,0.0,,14.54,1.59
20190430:1830,0.0,,14.46,1.86
20190430:1930,0.0,,14.38,1.79
20190430:2030,0.0,,14.25,2.0
20190430:2130,1.78,,14.4,2.07
20190430:2230,63.41,,14.68,2.14
20190430:2330,217.85,,15.87,2.14
20190501:0030,446.96,,17.69,3.03
20190501:0130,593.01,,19.52,3.66
20190501:0230,692.33,,20.93,3.93
20190501:0330,611.02,,21.99,4.0
20190501:0430,583.66,,22.32,3.93
20190501:0530,489.99,,22.5,4.21
20190501:0630,442.45,,22.28,4.28
20190501:0730,279.26,,22.06,4.62
20190501:0830,177.46,,21.54,4.21
20190501:0930,42.89,,20.96,3.66
20190501:1030,0.64,,19.9,3.1
20190501:1130,0.0,,18.58,2.76
20190501:1230,0.0,,17.27,2.48
20190501:1330,0.0,,16.29,2.14
20190501:1430,0.0,,15.28,1.79
20190501:1530,0.0,,14.02,1.31
20190501:1630,0.0,,13.17,1.38
20190501:1730,0.0,,13.33,1.03
20190501:1830,0.0,,13.95,0.69
20190501:1930,0.0,,12.51,1.1
20190501:2030,0.0,,11.05,1.45
